"","MDS1","MDS2"
"182",-0.173762393171901,-0.276220005239807
"183",-0.14353043167289,-0.335991492352736
"184",-0.232989990924638,-0.162612367872699
"185",-0.151051126327404,-0.32169534546997
"186",0.305685697125847,0.029208167838002
"187",0.233167304222742,-0.236841932477821
"188",-0.097522492263907,-0.432851788907144
"213",-0.198010144905681,-0.226306138415219
"214",0.375137724968117,0.544067059539488
"215",-0.133705641379654,-0.354260753666167
"216",-0.226546346983759,-0.176207022596628
"217",-0.28850740625936,-0.058051845320512
"218",-0.239462343445365,-0.151169400853013
"219",-0.263144287472352,-0.103813589765366
"220",0.468134875654511,0.365986563570347
"221",-0.162473687406023,-0.302755045699272
"222",0.185670362860203,0.320351053248095
"223",-0.2209935298596,-0.180394198364312
"224",-0.286906123386511,-0.0607640986846365
"225",-0.194802862095387,-0.232501047281651
"226",0.150501466313932,-0.117834650663704
"227",0.23778461597181,-0.190268403023019
"228",-0.52824134419441,0.126117139265425
"229",0.124203973163977,0.218058541039225
"230",-0.151940848928191,-0.318612104837247
"231",-0.272508526562449,-0.0829247988509891
"232",-0.0395421643845134,-0.545100382639331
"233",-0.147507724049341,-0.330879484903802
"234",-0.14353043167289,-0.335991492352736
"235",-0.191933828939721,-0.235189555390972
"236",-0.14353043167289,-0.335991492352736
"237",-0.201210664006964,-0.217810924798496
"238",0.641863054852164,0.103942505290413
"239",0.322850788584742,0.545948679798557
"240",0.756329034830308,0.305242841505526
"241",0.679429677061401,0.179006058995797
"242",0.74425865557947,0.244537713551729
"243",0.526175481935621,0.342662867023287
"244",0.716724989215697,0.385732252680993
"245",0.920395044451438,0.162909529477115
"246",0.770537140821913,0.201727775123773
"247",0.308412770521578,-0.0459993158314725
"248",0.755967593884646,0.171612546107837
"249",0.442006266891938,0.056195257587173
"250",0.840104996724531,0.271613201164424
"251",0.498426816912881,0.386865762834417
"252",0.707187958111267,0.217436176640336
"253",0.956982317881449,0.357286687392069
"254",0.747059928210995,0.358828012141525
"255",1.04307485292247,0.433894252508647
"256",0.66773326479242,0.493374726648604
"257",0.75986003320288,-0.142688521772752
"258",0.649256578608733,0.392417837930779
"259",0.535107338402157,0.890194788603637
"260",0.678443425236975,0.489431904309119
"285",0.546537934071565,-0.524846886078198
"286",-0.123374734033322,-0.380000776078188
"287",0.400370868939846,-0.364675450635906
"288",-0.106391891392512,-0.414333023795062
"289",-0.245596297445831,-0.137382318512064
"290",0.49668307310594,-0.395291552759215
"291",-0.311399052226167,-0.027264323709045
"292",-0.321566402099107,-0.0150785288244865
"293",-0.0631380748204594,-0.50026395911696
"294",-0.107866428340651,-0.410714545214674
"295",0.401322949218257,-0.363804964392721
"296",0.689928946868708,-0.585640118478449
"297",0.44465181528758,-0.422135216114363
"298",-0.226214605073472,-0.177063275567799
"299",-0.249613039171557,-0.12927343140549
"300",-0.209910589413598,-0.198153932494679
"301",-0.0234496672176406,-0.583967611390048
"302",0.178194931454185,0.009753514744767
"303",0.107927841005599,-1.17604675260581
"304",-0.252942973345717,-0.122035231580321
"305",-0.201210664006964,-0.217810924798496
"306",-0.209910589413598,-0.198153932494679
"307",-0.321566402099107,-0.0150785288244865
"308",-0.239462343445365,-0.151169400853013
"309",-0.300709078318118,-0.0407604168044957
"310",-0.332508838452726,-0.000450235688880814
"311",-0.209910589413598,-0.198153932494679
"312",-0.252942973345717,-0.122035231580321
"313",-0.256570508163251,-0.115400097057422
"314",-0.151619748366083,-0.319858690378347
"315",0.625911686103407,-0.523913014117911
"316",-0.168692534113274,-0.28605677169515
"317",-0.390508746620949,0.0471175449840309
"318",-0.972933350032189,0.241934786311079
"319",-0.35098666727325,0.0144175558643441
"320",-0.300709078318118,-0.0407604168044957
"321",-0.0318696458293092,-0.56362697872288
"322",-0.0508725923398076,-0.526885386065774
"323",0.107927840873131,-1.17604675127352
"324",0.688422153148291,-0.128756770745387
"325",0.0251115464769689,0.159008213458388
"326",0.665059138583746,-0.887134379324089
"327",-0.274121008928927,-0.0793952660991261
"328",-0.282295122617259,-0.0683084440954783
"329",0.329597202595164,-0.309045381602673
"330",0.805664579353526,-0.247944452035659
"331",0.612839394977498,0.939677381767783
"332",0.838804051167765,-0.158515795347674
"357",-0.231436114910689,-0.16589137674074
"358",-0.198010144905681,-0.226306138415219
"359",0.0467642059894475,0.357586700497064
"360",-0.206576556278776,-0.206430836358774
"361",0.839376441561968,0.29744835559316
"362",0.375664394887841,-0.436169923764488
"363",0.851933745892223,-0.202869479350975
"364",0.335391129896779,0.156571486089324
"365",-0.0905405601366937,-0.447780581762766
"366",-0.0213101242020328,-0.589860061113168
"367",0.0630099992624173,0.278285415091893
"368",0.378672952862014,-0.288116156212727
"369",0.10792784087309,-1.17604675127311
"370",-0.167613803611889,-0.288956593606564
"371",0.470167956283025,0.133016745610713
"372",-0.0776477290755787,-0.46971058185571
"373",0.0727780437936029,0.0532540885595564
"374",0.779353407042835,-0.111253865953545
"375",0.174646828041485,0.0922621950905165
"376",0.537433360188651,0.00753667488554342
"377",0.604085431143747,-0.0461772780272172
"378",0.427363867865942,-0.171099323917629
"379",-0.112584093099639,-0.402969176524342
"380",-0.00543166243713761,-0.621869814864578
"381",0.830333574085878,0.00272796599383777
"382",0.657867034019178,-0.315025749940569
"383",0.307593160887691,0.917051762100035
"384",0.732598433071196,-0.309348697394041
"385",0.881167922514887,0.526112141676636
"386",0.925865831816853,0.173275699259715
"387",0.964673330859185,0.608900098196757
"388",1.10976408223633,0.181827276618315
"389",0.884157210899192,0.0775924634041792
"390",1.17613087197924,0.0631040994794901
"391",1.06484354107616,0.25898316777152
"392",0.990332071487269,-0.0232267865480912
"393",0.764285904882264,0.663919567445965
"394",0.633556274779064,-0.252909434176847
"395",1.00422802085752,0.247808714574928
"396",0.326519510838302,0.133194989191105
"397",1.25283864620123,0.230209270374055
"398",1.22283441139623,0.479935742715056
"399",1.15859830423302,0.583592503312709
"400",1.03217933123949,0.480655855775703
"401",0.418609671084363,0.0853061684160458
"402",1.28628731087027,-0.196709573872045
"403",0.497960703173505,0.038126588831845
"404",0.915128779989863,0.0368135209718757
"481",-0.52824134419438,0.126117139265408
"482",-0.279699483414187,-0.0724334826563546
"483",-0.685107862740296,0.201629525928768
"484",-0.436872737396674,0.0804632958861421
"485",-0.555438432202098,0.14089395122927
"486",-0.741256053900364,0.215157027707382
"487",-0.481530621461131,0.385765338396664
"488",-0.745923056128668,0.21607841566902
"489",-0.48961536800049,0.109616625226739
"490",-0.300709078318118,-0.0407604168044957
"491",-0.226960821109252,0.571058858191516
"492",-0.501295526169197,0.115682122208322
"493",-0.577402098327461,0.148907941520614
"494",-0.390508746620949,0.0471175449840309
"495",-0.645285697694573,0.182729608563402
"496",-0.451400020082565,0.0880367029184361
"497",-0.424031819876966,0.0711122493839381
"498",-0.972934026501878,0.241935016293429
"499",-0.274121008928927,-0.0793952660991261
"500",-0.52824134419438,0.126117139265408
"501",-0.3622656349811,0.0233127689723709
"502",-0.294335162797443,-0.0494737868353033
"503",-0.225943494162463,-0.177719644941832
"504",-0.313656680750463,-0.026789028321489
"505",0.453747484809704,0.318811335329106
"506",0.0921662102734962,0.206752117724828
"507",-0.241984647171355,-0.145780898660813
"508",-0.26985075595315,-0.0891819378758358
"509",-0.364363800931114,0.0251595247542091
"510",-0.300709078318118,-0.0407604168044957
"511",-0.27505023808347,-0.0771662129279107
"512",-0.347582992354057,0.0123392585342541
"513",-0.404102832559898,0.0579159953535998
"514",0.0477751754022003,0.0997339939774158
"515",-0.401762517021466,0.0560442700366082
"516",-0.340170708673116,0.00540220399028559
"525",-0.390508746620949,0.0471175449840309
"526",-0.232989990924638,-0.162612367872699
"527",-0.0952441477113078,0.90279614734065
"528",-0.120301028531548,0.733026703975129
"529",-0.475539215480289,0.101422985904226
"530",-0.340582821958311,0.0064465500816523
"531",-0.204587262336575,-0.211731065685558
"532",-0.28850740625936,-0.058051845320512
"533",-0.972933898599482,0.241934972808903
"534",-0.577402098331919,0.148907941522999
"535",-0.332508838452726,-0.000450235688880814
"536",-0.300709078318118,-0.0407604168044957
"537",-0.49388276626468,0.112687256564306
"538",-0.49388276626468,0.112687256564306
"539",-0.512323561746783,0.120001813633171
"540",-0.972933906386914,0.241934975456478
"541",-0.451400020082565,0.0880367029184361
"542",-0.467926233024827,0.0973216846843192
"543",-0.57740209833207,0.148907941523079
"544",-0.518777937424092,0.123237091293865
"545",-0.472957282521118,0.476104936305872
"546",-0.633402128264421,0.171895368566249
"547",-0.693526444265747,0.202491149722247
"548",-0.615283611292004,0.16604235902499
"549",-0.315144619843385,-0.0240068990903742
"550",-0.493882766264679,0.112687256564305
"551",-0.645285692067217,0.182729605744158
"552",-0.390081142407948,0.815576346989023
"565",-0.37817764679365,0.0369960268311425
"566",-0.545662863705852,0.136773254957694
"567",-0.972933349895878,0.241934786264738
"568",-0.610445178058647,0.164832953973243
"569",-0.451400020082565,0.0880367029184361
"570",0.831376086614685,0.547675729246799
"571",0.0339266209258483,0.283851656845481
"572",-0.332508838452726,-0.000450235688880814
"573",-0.382791381351363,0.0415279657203263
"574",0.0674114519571633,0.60652708325646
"575",-0.567570909521761,0.144084416962653
"576",-0.32696194443822,-0.00751245108997075
"577",-0.37817764679365,0.0369960268311425
"578",-0.972934040251763,0.241935020968171
"579",-0.424031819876966,0.0711122493839381
"580",-0.972934024614874,0.241935015651878
"581",-0.1544031308831,0.526442831438193
"582",-0.665151494082135,0.190985922391425
"583",0.555011961452785,1.25937977042678
"584",-0.577402098332007,0.148907941523046
"585",-0.539377602561263,0.13391378110897
"586",-0.629101789306716,0.169447990839682
"587",-0.645285697687765,0.182729608559991
"588",-0.51232356174677,0.120001813633163
"589",-0.545662863705897,0.136773254957719
"590",-0.972933350438071,0.241934786449064
"591",-0.744890547172713,0.215844410254536
"592",-0.645285692115586,0.182729605768391
"593",-0.0607870517456626,0.178261012160804
"594",-0.109499653717193,0.530768734205604
"595",0.470911896662247,0.532364545198215
"596",-0.300709078318118,-0.0407604168044957
"597",-0.685107864621692,0.201629526828089
"598",0.348777951771987,0.42751283542866
"599",-0.577402098326794,0.148907941520257
"600",-0.972934026463719,0.241935016280456
"601",0.48038996134106,0.864576777210292
"602",-0.142344363073983,0.389532083340739
"603",0.310324658066504,0.948673989446541
"604",-0.52824134419438,0.126117139265408
"605",-0.707639342632292,0.209168796039566
"606",-0.555438432169228,0.140893951211044
"607",-0.467926233024828,0.0973216846843196
"608",-0.972934026726481,0.24193501636979
"609",0.112192131236392,0.924875653122468
"610",0.311286761964437,0.837251456154607
"611",-0.390508746620949,0.0471175449840309
"612",-0.49388276626468,0.112687256564306
"637",-0.327245245376722,0.675499358040806
"638",-0.589597177065578,0.154974325583935
"639",-0.200528531647454,0.779106066491601
"640",-0.734669950776045,0.214724689031413
"641",-0.532209471886524,0.128303729441655
"642",-0.0732124364491721,0.960801416392847
"643",-0.0827315824897424,0.347397240082222
"644",-0.181788892102587,1.0173590279704
"645",-0.265153698156053,1.20269562314076
"646",-0.324195493720709,1.13221556176168
"647",-0.972933366461633,0.241934791896516
"648",-0.972933350757975,0.241934786557821
"649",-0.665151363834294,0.190985858875916
"650",-0.333703279718733,0.925755135934254
"651",-0.972933351166938,0.241934786696854
"652",-0.106535106419536,0.994177015121308
"653",-0.599998701437737,0.160098901041903
"654",-0.972933351063433,0.241934786661666
"655",-0.972934026075697,0.241935016148535
"656",-0.654054470557415,0.186494056339949
"661",-0.099083085943972,1.15795727355392
"662",-0.326012499404265,-0.0100721920768666
"663",-0.972934026086025,0.241935016152046
"664",-0.300709078318118,-0.0407604168044957
"665",0.14678176443116,1.74207409033394
"666",0.107393414072401,1.37377550829398
"667",0.788230712250497,1.46348290425213
"668",0.162691037397872,1.50855353747161
"669",0.13209952714019,1.86845437961245
"670",0.0486081211091446,1.62213276527773
"671",0.120850285599654,1.33133589295996
"672",0.379161056697217,2.77605047861588
"673",0.189086405155385,1.39893630141389
"674",-0.00652316187964197,1.02406950670401
"675",0.118594551680087,1.70249531460818
"676",0.330210992975969,1.24227260015138
