"","MDS1","MDS2","MDS3"
"1",0.517915969894847,-0.320764224156979,0.548264787918466
"2",0.113401029374404,-0.554903362410284,0.063136885948154
"3",0.475277901005445,-0.221893870781338,0.522131776487896
"4",-0.0468852879172601,-0.40527652180244,0.0456210233318258
"5",0.649437328226652,0.0452234003954339,0.133097887006741
"6",-0.0329890237417642,-0.420618370204434,0.0476087089742908
"7",0.191163359325559,-0.628532754534864,0.0631736902169484
"8",-0.210795800677253,-0.220122659188966,0.00817783794211526
"9",0.480088497343438,-0.14801251201232,0.553052464743382
"10",-0.0593500117667967,-0.393814165045552,0.0431200298306293
"11",0.00706941409934372,-0.459978681351002,0.0516122784417716
"12",0.400625497035639,-0.0471193805923598,0.533642063585869
"13",0.440946550122722,-0.293727028849442,0.453163341830335
"14",0.363297566357558,-0.394251194036369,0.333855418756183
"15",0.212718610280435,-0.644578739431949,0.063847021155752
"16",0.220637752071591,-0.650694738512356,0.0644340888971637
"17",0.349253224197388,-0.338144877310783,0.353270854935781
"18",0.275427637257952,-0.711658093709347,0.0606591891700352
"19",0.00880156274799401,-0.461660693860064,0.0519539380705029
"20",0.157453640717881,-0.595231767315939,0.0630871906373968
"21",0.263385364723585,-0.107790969699947,0.400987713582375
"22",0.404662546601117,-0.071181000304529,0.524790047845605
"23",0.0243660355657972,-0.475934395747434,0.0527470951629555
"24",0.419155293898368,0.121230285913249,0.689383462556405
"25",0.467411281365502,-0.100784771555671,0.554852280529381
"26",0.296314869111874,-0.0730817579244658,0.446204454666454
"27",0.819635562328233,0.252790197128981,0.276715686896028
"28",-0.0267698846211969,-0.427673023810099,0.0471068179623551
"29",0.359921401872541,-0.198922816066207,0.427226967779595
"30",0.445332875275196,-0.145450327760554,0.520726780733353
"31",0.458806810947166,0.027747981858574,0.616757143236521
"32",0.389051744045812,-1.1180345418248,0.0760139915270266
"33",0.25679044408709,-0.232344770265989,0.340229408104463
"34",0.133854500129825,-0.573316015056382,0.0629313360629499
"35",0.61465107680198,-0.465209358566914,0.718399270333247
"36",0.0203245203611303,-0.472396207384966,0.0524502407605669
"37",0.0542895025543067,-0.504356557742672,0.0587823571444325
"38",0.316510977397852,-0.000796402125141873,0.51041265337143
"39",0.0114895941076288,-0.464477390208989,0.0523504872917916
"40",-0.0267698846211969,-0.427673023810099,0.0471068179623551
"41",-0.175658774792167,-0.262129576381834,0.0191508899604244
"42",-0.213170039371461,-0.216686601587898,0.00760491339871199
"43",-0.21227262454259,-0.217924364469705,0.00820066008697738
"44",-0.259560766055272,-0.151816295974556,-0.00592942053418307
"69",0.649955834098746,0.139021981190662,-0.452178628586891
"70",-0.181806934681121,-0.256095516166941,0.018374497320036
"71",-0.100738492263538,-0.350388559154177,0.0368237169105504
"72",-0.244914860812498,-0.171758635324769,-0.00190436605167004
"73",-0.359887958626348,-0.0255240309048022,-0.0405424632911298
"74",0.13600420804502,0.0953892833358052,-0.545220008231677
"75",1.32254137464087,0.0601248153704108,-0.650062921584875
"76",-0.165034411419987,-0.276761419065129,0.0220020560971984
"77",-0.0643542361605647,-0.388022514088774,0.0421125622954788
"78",0.725567754483241,-0.104182040641458,-0.262761545353977
"79",-0.0295159280241484,-0.424767236478111,0.0472716637590778
"80",-0.232773655670675,-0.189905698536184,0.00206071309198883
"81",-0.104883712574102,-0.345820451823881,0.0361295501708107
"82",0.511948658606171,-0.157350327576883,-0.19579847869375
"83",0.749580585213995,-0.137685193623604,-0.262273973398371
"84",-0.140529929613896,-0.303694814380701,0.027543207903494
