MiniDOT Logger Concatenated Data File
Sensor:             6881-0660
Concatenation Date: 2016May04 13:47:57 MST

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,        Mountain Standard Time,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),       (deg C),            (mg/l),                          (%),        (none)
                1435422780,           2015-06-27 16:33:00,           2015-06-27 09:33:00,     21.609203,          8.054257,                    91.427037,      0.996292
                1435423320,           2015-06-27 16:42:00,           2015-06-27 09:42:00,     21.467578,          8.229516,                    93.160219,      0.996609
                1435423920,           2015-06-27 16:52:00,           2015-06-27 09:52:00,     21.525896,          8.319410,                    94.284496,      0.997633
                1435424520,           2015-06-27 17:02:00,           2015-06-27 10:02:00,     21.600873,          8.377417,                    95.080006,      0.996398
                1435425120,           2015-06-27 17:12:00,           2015-06-27 10:12:00,     21.709164,          8.434143,                    95.924724,      0.995686
                1435425720,           2015-06-27 17:22:00,           2015-06-27 10:22:00,     21.842434,          8.521045,                    97.163004,      0.996943
                1435426320,           2015-06-27 17:32:00,           2015-06-27 10:32:00,     21.984020,          8.629176,                    98.665011,      0.997443
                1435426920,           2015-06-27 17:42:00,           2015-06-27 10:42:00,     22.117267,          8.696520,                    99.690305,      0.996830
                1435427520,           2015-06-27 17:52:00,           2015-06-27 10:52:00,     22.308792,          8.771106,                   100.915634,      0.996872
                1435428120,           2015-06-27 18:02:00,           2015-06-27 11:02:00,     22.475322,          8.815642,                   101.751907,      0.996233
                1435428720,           2015-06-27 18:12:00,           2015-06-27 11:12:00,     22.650167,          8.889164,                   102.943619,      0.997570
                1435429320,           2015-06-27 18:22:00,           2015-06-27 11:22:00,     22.825001,          8.955969,                   104.063178,      0.998421
                1435429920,           2015-06-27 18:32:00,           2015-06-27 11:32:00,     22.983177,          8.981314,                   104.671714,      0.997634
                1435430520,           2015-06-27 18:42:00,           2015-06-27 11:42:00,     23.157996,          9.017932,                   105.447207,      0.997400
                1435431120,           2015-06-27 18:52:00,           2015-06-27 11:52:00,     23.349457,          9.034368,                   106.022303,      0.997115
                1435431720,           2015-06-27 19:02:00,           2015-06-27 12:02:00,     23.532589,          9.085277,                   106.988337,      0.998364
                1435432320,           2015-06-27 19:12:00,           2015-06-27 12:12:00,     23.682420,          9.090257,                   107.348919,      0.997406
                1435432920,           2015-06-27 19:22:00,           2015-06-27 12:22:00,     23.807277,          9.118547,                   107.935537,      0.998375
                1435433520,           2015-06-27 19:32:00,           2015-06-27 12:32:00,     23.932132,          9.138999,                   108.430852,      0.999311
                1435434120,           2015-06-27 19:42:00,           2015-06-27 12:42:00,     24.040339,          9.115990,                   108.376872,      0.997123
                1435434720,           2015-06-27 19:52:00,           2015-06-27 12:52:00,     24.140221,          9.103469,                   108.429986,      0.996392
                1435435320,           2015-06-27 20:02:00,           2015-06-27 13:02:00,     24.231779,          9.117497,                   108.782570,      0.997191
                1435435920,           2015-06-27 20:12:00,           2015-06-27 13:12:00,     24.306690,          9.120230,                   108.967047,      0.998379
                1435436520,           2015-06-27 20:22:00,           2015-06-27 13:22:00,     24.398246,          9.077988,                   108.647165,      0.998451
                1435437120,           2015-06-27 20:32:00,           2015-06-27 13:32:00,     24.473155,          9.016746,                   108.064454,      0.995985
                1435437720,           2015-06-27 20:42:00,           2015-06-27 13:42:00,     24.531418,          8.968546,                   107.603050,      0.996900
                1435438320,           2015-06-27 20:52:00,           2015-06-27 13:52:00,     24.589679,          8.967984,                   107.712590,      0.998980
                1435438920,           2015-06-27 21:02:00,           2015-06-27 14:02:00,     24.581356,          8.899387,                   106.872199,      0.996740
                1435439520,           2015-06-27 21:12:00,           2015-06-27 14:12:00,     24.573033,          8.823670,                   105.946573,      0.996871
                1435440120,           2015-06-27 21:22:00,           2015-06-27 14:22:00,     24.573033,          8.777245,                   105.389144,      0.996672
                1435440720,           2015-06-27 21:32:00,           2015-06-27 14:32:00,     24.556387,          8.728018,                   104.765736,      0.996890
                1435441320,           2015-06-27 21:42:00,           2015-06-27 14:42:00,     24.548064,          8.684479,                   104.227034,      0.997624
                1435441920,           2015-06-27 21:52:00,           2015-06-27 14:52:00,     24.514771,          8.625311,                   103.453025,      0.997275
                1435442520,           2015-06-27 22:02:00,           2015-06-27 15:02:00,     24.473155,          8.546484,                   102.428429,      0.996820
                1435443120,           2015-06-27 22:12:00,           2015-06-27 15:12:00,     24.423216,          8.478180,                   101.515630,      0.996389
                1435443720,           2015-06-27 22:22:00,           2015-06-27 15:22:00,     24.356630,          8.429648,                   100.809687,      0.996922
