"Plot Title: Salt2015-03-22"
"#","Date Time, GMT-07:00","Full Range, μS/cm (LGR S/N: 10395001, SEN S/N: 10395001)","Temp, °C (LGR S/N: 10395001, SEN S/N: 10395001)","Coupler Detached (LGR S/N: 10395001, SEN S/N: 10395001)","Coupler Attached (LGR S/N: 10395001, SEN S/N: 10395001)","Host Connected (LGR S/N: 10395001, SEN S/N: 10395001)","Stopped (LGR S/N: 10395001, SEN S/N: 10395001)","End Of File (LGR S/N: 10395001, SEN S/N: 10395001)"
1,03/22/15 12:00:00 PM,17.3,24.55,Logged,,,,
2,03/22/15 12:15:00 PM,7.8,22.82,,,,,
3,03/22/15 12:30:00 PM,7.8,21.46,,,,,
4,03/22/15 12:45:00 PM,7.8,20.83,,,,,
5,03/22/15 01:00:00 PM,17.4,20.57,,,,,
6,03/22/15 01:15:00 PM,7.8,20.50,,,,,
7,03/22/15 01:30:00 PM,7.8,20.48,,,,,
8,03/22/15 01:45:00 PM,7.8,20.36,,,,,
9,03/22/15 02:00:00 PM,7.8,20.33,,,,,
10,03/22/15 02:15:00 PM,7.8,20.44,,,,,
11,03/22/15 02:30:00 PM,7.8,20.67,,,,,
12,03/22/15 02:45:00 PM,5.9,21.20,,,,,
13,03/22/15 03:00:00 PM,7.8,21.51,,,,,
14,03/22/15 03:15:00 PM,7.8,21.84,,,,,
15,03/22/15 03:30:00 PM,7.8,22.28,,,,,
16,03/22/15 03:45:00 PM,7.8,22.70,,,,,
17,03/22/15 04:00:00 PM,17.3,22.64,,,,,
18,03/22/15 04:15:00 PM,5.9,22.73,,,,,
19,03/22/15 04:30:00 PM,7.8,22.87,,,,,
20,03/22/15 04:45:00 PM,7.8,22.98,,,,,
21,03/22/15 05:00:00 PM,7.8,23.08,,,,,
22,03/22/15 05:15:00 PM,7.8,23.20,,,,,
23,03/22/15 05:30:00 PM,7.8,23.29,,,,,
24,03/22/15 05:45:00 PM,7.8,23.37,,,,,
25,03/22/15 06:00:00 PM,7.8,23.49,,,,,
26,03/22/15 06:15:00 PM,7.8,23.48,,,,,
