"Plot Title: Salt2014-04-15"
"#","Date Time, GMT-07:00","Full Range, μS/cm (LGR S/N: 10395001, SEN S/N: 10395001)","Temp, °C (LGR S/N: 10395001, SEN S/N: 10395001)","Coupler Detached (LGR S/N: 10395001, SEN S/N: 10395001)","Coupler Attached (LGR S/N: 10395001, SEN S/N: 10395001)","Host Connected (LGR S/N: 10395001, SEN S/N: 10395001)","Stopped (LGR S/N: 10395001, SEN S/N: 10395001)","End Of File (LGR S/N: 10395001, SEN S/N: 10395001)"
1,05/13/14 11:00:00 AM,3967.9,17.64,Logged,,,,
2,05/13/14 11:15:00 AM,3979.9,17.77,,,,,
3,05/13/14 11:30:00 AM,3999.8,18.02,,,,,
4,05/13/14 11:45:00 AM,4011.0,18.14,,,,,
5,05/13/14 12:00:00 PM,4020.6,18.28,,,,,
6,05/13/14 12:15:00 PM,4035.1,18.45,,,,,
7,05/13/14 12:30:00 PM,4038.9,18.50,,,,,
8,05/13/14 12:45:00 PM,4051.2,18.65,,,,,
9,05/13/14 01:00:00 PM,4053.2,18.71,,,,,
10,05/13/14 01:15:00 PM,4064.3,18.84,,,,,
11,05/13/14 01:30:00 PM,4086.3,19.12,,,,,
12,05/13/14 01:45:00 PM,4105.8,19.35,,,,,
13,05/13/14 02:00:00 PM,4122.7,19.57,,,,,
14,05/13/14 02:15:00 PM,4135.0,19.73,,,,,
15,05/13/14 02:30:00 PM,4139.6,19.80,,,,,
16,05/13/14 02:45:00 PM,4145.9,19.89,,,,,
17,05/13/14 03:00:00 PM,4161.5,20.09,,,,,
18,05/13/14 03:15:00 PM,4171.2,20.22,,,,,
19,05/13/14 03:30:00 PM,4182.8,20.32,,,,,
20,05/13/14 03:45:00 PM,4187.0,20.39,,,,,
21,05/13/14 04:00:00 PM,4192.8,20.49,,,,,
22,05/13/14 04:15:00 PM,4197.8,20.56,,,,,
23,05/13/14 04:30:00 PM,4194.8,20.54,,,,,
24,05/13/14 04:45:00 PM,4195.1,20.57,,,,,
25,05/13/14 05:00:00 PM,4202.3,20.66,,,,,
26,05/13/14 05:15:00 PM,4206.5,20.73,,,,,
27,05/13/14 05:30:00 PM,4203.4,20.70,,,,,
28,05/13/14 05:45:00 PM,4199.5,20.67,,,,,
29,05/13/14 06:00:00 PM,4195.6,20.65,,,,,
30,05/13/14 06:15:00 PM,4185.0,20.53,,,,,
31,05/13/14 06:30:00 PM,4181.7,20.48,,,,,
32,05/13/14 06:45:00 PM,4171.4,20.39,,,,,
33,05/13/14 07:00:00 PM,4168.5,20.33,,,,,
34,05/13/14 07:15:00 PM,4158.7,20.22,,,,,
35,05/13/14 07:30:00 PM,4146.0,20.07,,,,,
36,05/13/14 07:45:00 PM,4135.4,19.94,,,,,
37,05/13/14 08:00:00 PM,4121.3,19.78,,,,,
38,05/13/14 08:15:00 PM,4107.2,19.64,,,,,
39,05/13/14 08:30:00 PM,4096.7,19.48,,,,,
40,05/13/14 08:45:00 PM,4080.0,19.33,,,,,
41,05/13/14 09:00:00 PM,4065.9,19.17,,,,,
42,05/13/14 09:15:00 PM,4054.4,19.04,,,,,
43,05/13/14 09:30:00 PM,4044.1,18.95,,,,,
44,05/13/14 09:45:00 PM,4034.7,18.84,,,,,
45,05/13/14 10:00:00 PM,4025.7,18.76,,,,,
46,05/13/14 10:15:00 PM,4016.6,18.68,,,,,
47,05/13/14 10:30:00 PM,4007.3,18.58,,,,,
48,05/13/14 10:45:00 PM,3995.8,18.44,,,,,
49,05/13/14 11:00:00 PM,3982.6,18.29,,,,,
50,05/13/14 11:15:00 PM,3969.3,18.15,,,,,
51,05/13/14 11:30:00 PM,3956.0,18.02,,,,,
52,05/13/14 11:45:00 PM,3947.8,17.94,,,,,
53,05/14/14 12:00:00 AM,3938.0,17.83,,,,,
54,05/14/14 12:15:00 AM,3933.7,17.79,,,,,
55,05/14/14 12:30:00 AM,3928.5,17.74,,,,,
56,05/14/14 12:45:00 AM,3923.0,17.69,,,,,
57,05/14/14 01:00:00 AM,3916.1,17.62,,,,,
58,05/14/14 01:15:00 AM,3908.3,17.55,,,,,
59,05/14/14 01:30:00 AM,3904.4,17.52,,,,,
60,05/14/14 01:45:00 AM,3900.9,17.52,,,,,
61,05/14/14 02:00:00 AM,3900.9,17.51,,,,,
62,05/14/14 02:15:00 AM,3894.9,17.45,,,,,
63,05/14/14 02:30:00 AM,3890.9,17.43,,,,,
64,05/14/14 02:45:00 AM,3884.8,17.39,,,,,
65,05/14/14 03:00:00 AM,3881.0,17.35,,,,,
66,05/14/14 03:15:00 AM,3877.9,17.35,,,,,
67,05/14/14 03:30:00 AM,3876.5,17.36,,,,,
68,05/14/14 03:45:00 AM,3875.0,17.39,,,,,
69,05/14/14 04:00:00 AM,3875.4,17.40,,,,,
70,05/14/14 04:15:00 AM,3874.9,17.42,,,,,
