"Plot Title: Salt2015-04-14"
"#","Date Time, GMT-07:00","Full Range, μS/cm (LGR S/N: 10395001, SEN S/N: 10395001)","Temp, °C (LGR S/N: 10395001, SEN S/N: 10395001)","Coupler Detached (LGR S/N: 10395001, SEN S/N: 10395001)","Coupler Attached (LGR S/N: 10395001, SEN S/N: 10395001)","Host Connected (LGR S/N: 10395001, SEN S/N: 10395001)","Stopped (LGR S/N: 10395001, SEN S/N: 10395001)","End Of File (LGR S/N: 10395001, SEN S/N: 10395001)"
1,04/14/15 08:00:00 AM,7.8,13.54,Logged,,,,
2,04/14/15 08:15:00 AM,7.8,14.99,,,,,
3,04/14/15 08:30:00 AM,7.8,15.66,,,,,
4,04/14/15 08:45:00 AM,7.8,16.12,,,,,
5,04/14/15 09:00:00 AM,7.8,17.31,,,,,
6,04/14/15 09:15:00 AM,7.8,19.65,,,,,
7,04/14/15 09:30:00 AM,7.8,21.72,,,,,
8,04/14/15 09:45:00 AM,7.8,23.49,,,,,
9,04/14/15 10:00:00 AM,3857.6,19.40,,,,,
10,04/14/15 10:15:00 AM,3848.0,19.47,,,,,
11,04/14/15 10:30:00 AM,3852.7,19.52,,,,,
12,04/14/15 10:45:00 AM,3854.8,19.55,,,,,
13,04/14/15 11:00:00 AM,3845.6,19.61,,,,,
14,04/14/15 11:15:00 AM,3864.7,19.76,,,,,
15,04/14/15 11:30:00 AM,3866.7,19.90,,,,,
16,04/14/15 11:45:00 AM,3820.1,20.07,,,,,
17,04/14/15 12:00:00 PM,3873.8,20.14,,,,,
18,04/14/15 12:15:00 PM,3882.7,20.24,,,,,
19,04/14/15 12:30:00 PM,3879.1,20.26,,,,,
20,04/14/15 12:45:00 PM,3875.2,20.22,,,,,
21,04/14/15 01:00:00 PM,3878.7,20.33,,,,,
22,04/14/15 01:15:00 PM,3880.6,20.41,,,,,
23,04/14/15 01:30:00 PM,3862.6,20.45,,,,,
24,04/14/15 01:45:00 PM,3875.2,20.54,,,,,
25,04/14/15 02:00:00 PM,3876.5,20.66,,,,,
26,04/14/15 02:15:00 PM,3888.4,20.69,,,,,
27,04/14/15 02:30:00 PM,3890.8,20.86,,,,,
28,04/14/15 02:45:00 PM,3895.7,20.96,,,,,
29,04/14/15 03:00:00 PM,3890.3,20.99,,,,,
30,04/14/15 03:15:00 PM,3887.1,21.09,,,,,
31,04/14/15 03:30:00 PM,3899.3,21.17,,,,,
32,04/14/15 03:45:00 PM,3800.4,21.16,,,,,
33,04/14/15 04:00:00 PM,3892.2,21.28,,,,,
34,04/14/15 04:15:00 PM,3893.7,21.34,,,,,
35,04/14/15 04:30:00 PM,3885.5,21.37,,,,,
36,04/14/15 04:45:00 PM,3890.9,21.46,,,,,
37,04/14/15 05:00:00 PM,3886.8,21.49,,,,,
38,04/14/15 05:15:00 PM,2104.4,21.35,,,,,
39,04/14/15 05:30:00 PM,3863.8,21.34,,,,,
40,04/14/15 05:45:00 PM,3855.8,21.22,,,,,
41,04/14/15 06:00:00 PM,3837.5,21.13,,,,,
42,04/14/15 06:15:00 PM,3825.0,20.92,,,,,
43,04/14/15 06:30:00 PM,3809.0,20.82,,,,,
44,04/14/15 06:45:00 PM,3803.8,20.77,,,,,
45,04/14/15 07:00:00 PM,3777.2,20.53,,,,,
46,04/14/15 07:15:00 PM,3764.5,20.35,,,,,
47,04/14/15 07:30:00 PM,3743.9,20.27,,,,,
48,04/14/15 07:45:00 PM,3416.8,20.12,,,,,
49,04/14/15 08:00:00 PM,3721.8,19.90,,,,,
50,04/14/15 08:15:00 PM,3696.7,19.71,,,,,
51,04/14/15 08:30:00 PM,3679.9,19.46,,,,,
52,04/14/15 08:45:00 PM,3653.5,19.25,,,,,
53,04/14/15 09:00:00 PM,3652.6,19.14,,,,,
54,04/14/15 09:15:00 PM,3626.9,19.09,,,,,
55,04/14/15 09:30:00 PM,3631.1,19.05,,,,,
56,04/14/15 09:45:00 PM,3622.9,18.99,,,,,
57,04/14/15 10:00:00 PM,3605.2,18.83,,,,,
58,04/14/15 10:15:00 PM,3592.1,18.65,,,,,
59,04/14/15 10:30:00 PM,3569.9,18.51,,,,,
60,04/14/15 10:45:00 PM,3568.5,18.40,,,,,
61,04/14/15 11:00:00 PM,3553.8,18.28,,,,,
62,04/14/15 11:15:00 PM,3539.6,18.16,,,,,
63,04/14/15 11:30:00 PM,3531.2,18.02,,,,,
64,04/14/15 11:45:00 PM,3521.8,17.90,,,,,
65,04/15/15 12:00:00 AM,3499.1,17.77,,,,,
66,04/15/15 12:15:00 AM,3497.2,17.68,,,,,
67,04/15/15 12:30:00 AM,3484.3,17.57,,,,,
68,04/15/15 12:45:00 AM,3470.8,17.47,,,,,
69,04/15/15 01:00:00 AM,3459.2,17.35,,,,,
70,04/15/15 01:15:00 AM,3448.0,17.24,,,,,
71,04/15/15 01:30:00 AM,3425.3,17.11,,,,,
72,04/15/15 01:45:00 AM,3422.7,17.09,,,,,
73,04/15/15 02:00:00 AM,3415.4,17.02,,,,,
74,04/15/15 02:15:00 AM,3401.3,16.84,,,,,
75,04/15/15 02:30:00 AM,3386.8,16.67,,,,,
76,04/15/15 02:45:00 AM,3350.5,16.58,,,,,
77,04/15/15 03:00:00 AM,3360.9,16.54,,,,,
78,04/15/15 03:15:00 AM,3358.1,16.47,,,,,
79,04/15/15 03:30:00 AM,3344.4,16.43,,,,,
80,04/15/15 03:45:00 AM,3336.3,16.33,,,,,
81,04/15/15 04:00:00 AM,3326.8,16.24,,,,,
82,04/15/15 04:15:00 AM,3317.7,16.17,,,,,
83,04/15/15 04:30:00 AM,3310.0,16.08,,,,,
84,04/15/15 04:45:00 AM,3299.4,16.03,,,,,
85,04/15/15 05:00:00 AM,3288.7,15.92,,,,,
86,04/15/15 05:15:00 AM,3277.8,15.84,,,,,
87,04/15/15 05:30:00 AM,3268.6,15.78,,,,,
88,04/15/15 05:45:00 AM,3261.2,15.74,,,,,
89,04/15/15 06:00:00 AM,3245.7,15.70,,,,,
90,04/15/15 06:15:00 AM,3247.6,15.66,,,,,
91,04/15/15 06:30:00 AM,3239.8,15.62,,,,,
92,04/15/15 06:45:00 AM,3233.7,15.57,,,,,
93,04/15/15 07:00:00 AM,3227.6,15.52,,,,,
94,04/15/15 07:15:00 AM,2763.2,15.49,,,,,
95,04/15/15 07:30:00 AM,3214.9,15.45,,,,,
96,04/15/15 07:45:00 AM,3212.3,15.43,,,,,
97,04/15/15 08:00:00 AM,3206.2,15.40,,,,,
98,04/15/15 08:15:00 AM,3196.4,15.39,,,,,
99,04/15/15 08:30:00 AM,3188.0,15.37,,,,,
100,04/15/15 08:45:00 AM,3192.0,15.37,,,,,
101,04/15/15 09:00:00 AM,3191.1,15.49,,,,,
102,04/15/15 09:15:00 AM,3194.4,15.58,,,,,
103,04/15/15 09:30:00 AM,3195.5,15.77,,,,,
104,04/15/15 09:45:00 AM,3206.6,15.92,,,,,
105,04/15/15 10:00:00 AM,3214.4,16.11,,,,,
106,04/15/15 10:15:00 AM,3221.5,16.26,,,,,
107,04/15/15 10:30:00 AM,3218.3,16.41,,,,,
108,04/15/15 10:45:00 AM,3229.8,16.55,,,,,
109,04/15/15 11:00:00 AM,3230.5,16.62,,,,,
110,04/15/15 11:15:00 AM,3241.7,16.84,,,,,
111,04/15/15 11:30:00 AM,3252.9,17.09,,,,,
112,04/15/15 11:45:00 AM,3264.1,17.32,,,,,
113,04/15/15 12:00:00 PM,3271.8,17.53,,,,,
114,04/15/15 12:15:00 PM,3277.8,17.72,,,,,
115,04/15/15 12:30:00 PM,3287.6,17.86,,,,,
116,04/15/15 12:45:00 PM,3288.4,17.99,,,,,
117,04/15/15 01:00:00 PM,3293.7,18.14,,,,,
118,04/15/15 01:15:00 PM,3301.2,18.27,,,,,
119,04/15/15 01:30:00 PM,3314.9,18.54,,,,,
120,04/15/15 01:45:00 PM,3325.4,18.72,,,,,
121,04/15/15 02:00:00 PM,3328.5,18.85,,,,,
122,04/15/15 02:15:00 PM,3327.3,18.93,,,,,
123,04/15/15 02:30:00 PM,3337.3,19.13,,,,,
124,04/15/15 02:45:00 PM,3345.9,19.33,,,,,
125,04/15/15 03:00:00 PM,3346.0,19.43,,,,,
126,04/15/15 03:15:00 PM,3346.6,19.50,,,,,
127,04/15/15 03:30:00 PM,3347.2,19.59,,,,,
128,04/15/15 03:45:00 PM,3328.4,19.12,,,,,
129,04/15/15 04:00:00 PM,3349.2,19.64,,,,,
130,04/15/15 04:15:00 PM,3340.2,19.56,,,,,
131,04/15/15 04:30:00 PM,3335.6,19.59,,,,,
132,04/15/15 04:45:00 PM,3337.9,19.69,,,,,
133,04/15/15 05:00:00 PM,3332.7,19.67,,,,,
134,04/15/15 05:15:00 PM,3330.5,19.67,,,,,
135,04/15/15 05:30:00 PM,3323.1,19.61,,,,,
136,04/15/15 05:45:00 PM,3314.0,19.55,,,,,
137,04/15/15 06:00:00 PM,3303.7,19.43,,,,,
138,04/15/15 06:15:00 PM,3294.3,19.33,,,,,
139,04/15/15 06:30:00 PM,3289.6,19.29,,,,,
140,04/15/15 06:45:00 PM,3277.6,19.14,,,,,
141,04/15/15 07:00:00 PM,3263.1,18.99,,,,,
142,04/15/15 07:15:00 PM,3252.9,18.84,,,,,
143,04/15/15 07:30:00 PM,3241.4,18.71,,,,,
144,04/15/15 07:45:00 PM,3226.6,18.50,,,,,
145,04/15/15 08:00:00 PM,3213.4,18.33,,,,,
146,04/15/15 08:15:00 PM,3201.4,18.19,,,,,
147,04/15/15 08:30:00 PM,3186.9,18.02,,,,,
148,04/15/15 08:45:00 PM,3173.0,17.79,,,,,
149,04/15/15 09:00:00 PM,3156.7,17.61,,,,,
150,04/15/15 09:15:00 PM,3144.8,17.44,,,,,
151,04/15/15 09:30:00 PM,3133.2,17.32,,,,,
152,04/15/15 09:45:00 PM,3123.9,17.19,,,,,
153,04/15/15 10:00:00 PM,3114.4,17.11,,,,,
154,04/15/15 10:15:00 PM,3107.5,17.05,,,,,
155,04/15/15 10:30:00 PM,3098.0,16.94,,,,,
156,04/15/15 10:45:00 PM,3087.7,16.83,,,,,
157,04/15/15 11:00:00 PM,3078.4,16.68,,,,,
158,04/15/15 11:15:00 PM,3065.9,16.58,,,,,
159,04/15/15 11:30:00 PM,3055.2,16.43,,,,,
160,04/15/15 11:45:00 PM,3045.0,16.30,,,,,
161,04/16/15 12:00:00 AM,3035.5,16.21,,,,,
162,04/16/15 12:15:00 AM,3026.8,16.15,,,,,
163,04/16/15 12:30:00 AM,3020.8,16.09,,,,,
164,04/16/15 12:45:00 AM,3013.4,16.03,,,,,
165,04/16/15 01:00:00 AM,3004.3,15.96,,,,,
166,04/16/15 01:15:00 AM,2997.8,15.91,,,,,
167,04/16/15 01:30:00 AM,2992.1,15.90,,,,,
