Sample,Length,Month,Year,RKM
451505,126,4,2014,9.31
451505,129,4,2014,9.31
451506,120,4,2014,9.31
451507,339,4,2014,9.34
451507,304,4,2014,9.34
451507,332,4,2014,9.34
451507,232,4,2014,9.34
451507,221,4,2014,9.34
451507,252,4,2014,9.34
451507,249,4,2014,9.34
451507,175,4,2014,9.34
451507,162,4,2014,9.34
451507,140,4,2014,9.34
451508,352,4,2014,9.34
451508,266,4,2014,9.34
451508,185,4,2014,9.34
451508,190,4,2014,9.34
451508,120,4,2014,9.34
451509,311,4,2014,9.34
451509,134,4,2014,9.34
451509,202,4,2014,9.34
451511,113,4,2014,9.49
451511,135,4,2014,9.49
451511,120,4,2014,9.49
451511,122,4,2014,9.49
451512,252,4,2014,13.55
451512,240,4,2014,13.55
451512,262,4,2014,13.55
451512,282,4,2014,13.55
451512,247,4,2014,13.55
451512,246,4,2014,13.55
451512,254,4,2014,13.55
451512,281,4,2014,13.55
451512,300,4,2014,13.55
451512,246,4,2014,13.55
451512,311,4,2014,13.55
451512,230,4,2014,13.55
451512,286,4,2014,13.55
451512,210,4,2014,13.55
451512,259,4,2014,13.55
451512,258,4,2014,13.55
451512,298,4,2014,13.55
451512,183,4,2014,13.55
451512,240,4,2014,13.55
451512,264,4,2014,13.55
451512,215,4,2014,13.55
451512,224,4,2014,13.55
451512,209,4,2014,13.55
451512,246,4,2014,13.55
451512,223,4,2014,13.55
451512,219,4,2014,13.55
451512,236,4,2014,13.55
451512,213,4,2014,13.55
451512,160,4,2014,13.55
451512,215,4,2014,13.55
451512,144,4,2014,13.55
451513,395,4,2014,13.55
451513,385,4,2014,13.55
451513,342,4,2014,13.55
451513,326,4,2014,13.55
451513,260,4,2014,13.55
451513,230,4,2014,13.55
451513,280,4,2014,13.55
451513,325,4,2014,13.55
451513,226,4,2014,13.55
451513,299,4,2014,13.55
451513,242,4,2014,13.55
451513,230,4,2014,13.55
451513,291,4,2014,13.55
451513,259,4,2014,13.55
451513,240,4,2014,13.55
451513,213,4,2014,13.55
451513,204,4,2014,13.55
451513,263,4,2014,13.55
451513,204,4,2014,13.55
451513,140,4,2014,13.55
451513,227,4,2014,13.55
451513,353,4,2014,13.55
451513,270,4,2014,13.55
451513,292,4,2014,13.55
451513,239,4,2014,13.55
451513,276,4,2014,13.55
451513,270,4,2014,13.55
451513,264,4,2014,13.55
451513,258,4,2014,13.55
451513,275,4,2014,13.55
451513,244,4,2014,13.55
451513,255,4,2014,13.55
451513,229,4,2014,13.55
451513,229,4,2014,13.55
451513,152,4,2014,13.55
451513,218,4,2014,13.55
451513,235,4,2014,13.55
451513,175,4,2014,13.55
451515,325,4,2014,13.55
451515,311,4,2014,13.55
451516,259,4,2014,13.55
451516,311,4,2014,13.55
451516,248,4,2014,13.55
451516,216,4,2014,13.55
451517,224,4,2014,13.55
451519,215,4,2014,13.32
451521,129,4,2014,13.25
451521,150,4,2014,13.25
451523,266,4,2014,13.23
451524,356,4,2014,13.23
451525,226,4,2014,12.96
451526,268,4,2014,12.96
451526,324,4,2014,12.96
451526,232,4,2014,12.96
451527,227,4,2014,12.96
451530,192,4,2014,12.88
451532,277,4,2014,12.76
451532,249,4,2014,12.76
451532,249,4,2014,12.76
451532,236,4,2014,12.76
451532,257,4,2014,12.76
451533,280,4,2014,12.64
451533,254,4,2014,12.64
451533,231,4,2014,12.64
451533,286,4,2014,12.64
451533,237,4,2014,12.64
451533,221,4,2014,12.64
451533,255,4,2014,12.64
451533,219,4,2014,12.64
451533,248,4,2014,12.64
451533,212,4,2014,12.64
451533,201,4,2014,12.64
451533,213,4,2014,12.64
451533,220,4,2014,12.64
451534,287,4,2014,12.64
451534,243,4,2014,12.64
451534,275,4,2014,12.64
451534,279,4,2014,12.64
451534,260,4,2014,12.64
451534,279,4,2014,12.64
451534,258,4,2014,12.64
451534,216,4,2014,12.64
451534,289,4,2014,12.64
451534,210,4,2014,12.64
451534,277,4,2014,12.64
451534,215,4,2014,12.64
451534,220,4,2014,12.64
451534,222,4,2014,12.64
451534,177,4,2014,12.64
451535,194,4,2014,12.63
451535,212,4,2014,12.63
451535,289,4,2014,12.63
451535,287,4,2014,12.63
451535,230,4,2014,12.63
451535,261,4,2014,12.63
451535,201,4,2014,12.63
451535,215,4,2014,12.63
451536,220,4,2014,12.49
451536,299,4,2014,12.49
451536,333,4,2014,12.49
451536,282,4,2014,12.49
451536,331,4,2014,12.49
451536,249,4,2014,12.49
451536,285,4,2014,12.49
451536,254,4,2014,12.49
451537,275,4,2014,12.49
451537,274,4,2014,12.49
451537,135,4,2014,12.49
451538,326,4,2014,12.49
451538,285,4,2014,12.49
451538,155,4,2014,12.49
451538,140,4,2014,12.49
451538,145,4,2014,12.49
451538,140,4,2014,12.49
451538,136,4,2014,12.49
451539,113,4,2014,8.28
451540,244,4,2014,8.37
451540,322,4,2014,8.37
451540,246,4,2014,8.37
451540,239,4,2014,8.37
451540,249,4,2014,8.37
451540,290,4,2014,8.37
451540,271,4,2014,8.37
451540,227,4,2014,8.37
451540,204,4,2014,8.37
451540,123,4,2014,8.37
451540,253,4,2014,8.37
451540,259,4,2014,8.37
451540,271,4,2014,8.37
451540,300,4,2014,8.37
451540,264,4,2014,8.37
451540,301,4,2014,8.37
451540,310,4,2014,8.37
451540,326,4,2014,8.37
451540,266,4,2014,8.37
451540,259,4,2014,8.37
451540,282,4,2014,8.37
451540,235,4,2014,8.37
451540,174,4,2014,8.37
451540,321,4,2014,8.37
451540,284,4,2014,8.37
451540,241,4,2014,8.37
451540,263,4,2014,8.37
451540,245,4,2014,8.37
451540,262,4,2014,8.37
451540,209,4,2014,8.37
451540,265,4,2014,8.37
451540,200,4,2014,8.37
451540,215,4,2014,8.37
451540,175,4,2014,8.37
451540,126,4,2014,8.37
451542,190,4,2014,8.37
451543,299,4,2014,8.42
451543,266,4,2014,8.42
451543,285,4,2014,8.42
451543,229,4,2014,8.42
451543,265,4,2014,8.42
451543,245,4,2014,8.42
451543,181,4,2014,8.42
451543,197,4,2014,8.42
451543,198,4,2014,8.42
451543,205,4,2014,8.42
451544,285,4,2014,8.42
451544,223,4,2014,8.42
451544,260,4,2014,8.42
451544,121,4,2014,8.42
451544,113,4,2014,8.42
451544,188,4,2014,8.42
451544,121,4,2014,8.42
451544,172,4,2014,8.42
451544,172,4,2014,8.42
451544,130,4,2014,8.42
451544,183,4,2014,8.42
451544,122,4,2014,8.42
451544,115,4,2014,8.42
451544,116,4,2014,8.42
451544,118,4,2014,8.42
451544,125,4,2014,8.42
451544,114,4,2014,8.42
451545,346,4,2014,8.42
451549,121,4,2014,8.63
451549,112,4,2014,8.63
451550,104,4,2014,8.63
451551,112,4,2014,8.69
451551,187,4,2014,8.69
451551,125,4,2014,8.69
451552,178,4,2014,8.69
451552,129,4,2014,8.69
451552,124,4,2014,8.69
451553,350,4,2014,9.12
451556,303,4,2014,9.26
451556,315,4,2014,9.26
451556,323,4,2014,9.26
451556,326,4,2014,9.26
451556,318,4,2014,9.26
451556,317,4,2014,9.26
451556,275,4,2014,9.26
451556,281,4,2014,9.26
451556,281,4,2014,9.26
451556,262,4,2014,9.26
451556,327,4,2014,9.26
451556,274,4,2014,9.26
451556,272,4,2014,9.26
451556,187,4,2014,9.26
451556,189,4,2014,9.26
451556,133,4,2014,9.26
451556,326,4,2014,9.26
451556,308,4,2014,9.26
451556,284,4,2014,9.26
451556,294,4,2014,9.26
451556,275,4,2014,9.26
451556,190,4,2014,9.26
451556,189,4,2014,9.26
451556,190,4,2014,9.26
451556,231,4,2014,9.26
451556,170,4,2014,9.26
451556,179,4,2014,9.26
451556,134,4,2014,9.26
451556,334,4,2014,9.26
451557,326,4,2014,9.26
451557,188,4,2014,9.26
451557,165,4,2014,9.26
451557,181,4,2014,9.26
451557,171,4,2014,9.26
451557,194,4,2014,9.26
451557,131,4,2014,9.26
451557,127,4,2014,9.26
451558,251,4,2014,9.26
451558,200,4,2014,9.26
451558,229,4,2014,9.26
451558,249,4,2014,9.26
451558,176,4,2014,9.26
451558,209,4,2014,9.26
451558,185,4,2014,9.26
451558,115,4,2014,9.26
451558,166,4,2014,9.26
451558,122,4,2014,9.26
451561,397,4,2014,9.6
451561,326,4,2014,9.6
451561,110,4,2014,9.6
451561,327,4,2014,9.6
451561,296,4,2014,9.6
451561,240,4,2014,9.6
451561,326,4,2014,9.6
451561,279,4,2014,9.6
451561,290,4,2014,9.6
451561,201,4,2014,9.6
451561,167,4,2014,9.6
451561,122,4,2014,9.6
451561,109,4,2014,9.6
451561,134,4,2014,9.6
451562,137,4,2014,9.6
451563,268,4,2014,9.6
451564,131,4,2014,13.56
451564,134,4,2014,13.56
451565,125,4,2014,13.56
451565,129,4,2014,13.56
451566,343,4,2014,13.56
451566,260,4,2014,13.56
451566,255,4,2014,13.56
451566,265,4,2014,13.56
451566,255,4,2014,13.56
451566,257,4,2014,13.56
451566,227,4,2014,13.56
451566,257,4,2014,13.56
451566,127,4,2014,13.56
451566,137,4,2014,13.56
451566,151,4,2014,13.56
451566,175,4,2014,13.56
451566,140,4,2014,13.56
451566,135,4,2014,13.56
451566,136,4,2014,13.56
451566,136,4,2014,13.56
451567,427,4,2014,13.48
451567,276,4,2014,13.48
451567,316,4,2014,13.48
451567,323,4,2014,13.48
451567,354,4,2014,13.48
451567,197,4,2014,13.48
451568,265,4,2014,13.48
451575,144,4,2014,13.17
451578,234,4,2014,13.02
451578,296,4,2014,13.02
451578,245,4,2014,13.02
451578,261,4,2014,13.02
451578,221,4,2014,13.02
451578,253,4,2014,13.02
451579,243,4,2014,13.02
451580,210,4,2014,13.02
451580,245,4,2014,13.02
451580,280,4,2014,13.02
451580,335,4,2014,13.02
451580,292,4,2014,13.02
451580,264,4,2014,13.02
451580,295,4,2014,13.02
451582,287,4,2014,12.85
451583,219,4,2014,12.8
451583,255,4,2014,12.8
451586,296,4,2014,12.76
451586,254,4,2014,12.76
451586,240,4,2014,12.76
451587,282,4,2014,12.76
451587,200,4,2014,12.76
451587,246,4,2014,12.76
451587,225,4,2014,12.76
451587,141,4,2014,12.76
451588,297,4,2014,12.46
451588,302,4,2014,12.46
451588,309,4,2014,12.46
451588,358,4,2014,12.46
451588,246,4,2014,12.46
451588,245,4,2014,12.46
451588,274,4,2014,12.46
451588,295,4,2014,12.46
451588,306,4,2014,12.46
451588,245,4,2014,12.46
451588,305,4,2014,12.46
451588,265,4,2014,12.46
451588,259,4,2014,12.46
451588,291,4,2014,12.46
451589,268,4,2014,12.46
451589,335,4,2014,12.46
451589,294,4,2014,12.46
451589,200,4,2014,12.46
451590,292,4,2014,12.46
451590,203,4,2014,12.46
451590,243,4,2014,12.46
451590,305,4,2014,12.46
451590,247,4,2014,12.46
451590,264,4,2014,12.46
451591,341,4,2014,12.43
451591,332,4,2014,12.43
451591,318,4,2014,12.43
451591,284,4,2014,12.43
451591,335,4,2014,12.43
451591,265,4,2014,12.43
451591,311,4,2014,12.43
451591,340,4,2014,12.43
451591,269,4,2014,12.43
451591,203,4,2014,12.43
451591,200,4,2014,12.43
451592,136,4,2014,12.43
451592,333,4,2014,12.43
451592,315,4,2014,12.43
451592,283,4,2014,12.43
451592,310,4,2014,12.43
451592,276,4,2014,12.43
451592,238,4,2014,12.43
451592,140,4,2014,12.43
451593,296,4,2014,12.43
451594,157,4,2014,12.35
451594,111,4,2014,12.35
451594,255,4,2014,12.35
451595,265,4,2014,12.35
451596,252,4,2014,12.35
451596,134,4,2014,12.35
451597,140,4,2014,12.26
451597,296,4,2014,12.26
451599,236,4,2014,12.25
451599,263,4,2014,12.25
451599,201,4,2014,12.25
451599,255,4,2014,12.25
451599,355,4,2014,12.25
451599,350,4,2014,12.25
451599,258,4,2014,12.25
451599,297,4,2014,12.25
451599,260,4,2014,12.25
451599,265,4,2014,12.25
451599,301,4,2014,12.25
451599,239,4,2014,12.25
451599,203,4,2014,12.25
451600,347,4,2014,12.23
451600,305,4,2014,12.23
451600,328,4,2014,12.23
451600,249,4,2014,12.23
451600,203,4,2014,12.23
451600,135,4,2014,12.23
451601,352,4,2014,12.23
451603,115,4,2014,12.08
451605,160,4,2014,11.96
451605,155,4,2014,11.96
451605,160,4,2014,11.96
451605,403,4,2014,11.96
451605,240,4,2014,11.96
451605,202,4,2014,11.96
451606,302,4,2014,11.96
451607,125,4,2014,11.96
451607,330,4,2014,11.96
451607,247,4,2014,11.96
451608,125,4,2014,11.93
451608,120,4,2014,11.93
451609,271,4,2014,11.93
451610,259,4,2014,11.93
451611,315,4,2014,11.88
451611,190,4,2014,11.88
451612,200,4,2014,11.88
451613,160,4,2014,11.88
451613,127,4,2014,11.88
451613,164,4,2014,11.88
451613,124,4,2014,11.88
451614,277,4,2014,11.87
451614,281,4,2014,11.87
451614,315,4,2014,11.87
451614,319,4,2014,11.87
451614,301,4,2014,11.87
451614,328,4,2014,11.87
451614,295,4,2014,11.87
451614,255,4,2014,11.87
451614,166,4,2014,11.87
451614,165,4,2014,11.87
451614,125,4,2014,11.87
451614,117,4,2014,11.87
451614,145,4,2014,11.87
451614,125,4,2014,11.87
451614,167,4,2014,11.87
451615,129,4,2014,11.87
451615,114,4,2014,11.87
451615,119,4,2014,11.87
451615,167,4,2014,11.87
451615,129,4,2014,11.87
451615,208,4,2014,11.87
451616,295,4,2014,11.87
451616,285,4,2014,11.87
451616,330,4,2014,11.87
451616,121,4,2014,11.87
451617,248,4,2014,11.75
451617,328,4,2014,11.75
451617,234,4,2014,11.75
451617,275,4,2014,11.75
451617,286,4,2014,11.75
451617,260,4,2014,11.75
451617,190,4,2014,11.75
451617,166,4,2014,11.75
451617,120,4,2014,11.75
451617,156,4,2014,11.75
451617,120,4,2014,11.75
451617,238,4,2014,11.75
451617,195,4,2014,11.75
451617,175,4,2014,11.75
451617,197,4,2014,11.75
451617,145,4,2014,11.75
451617,172,4,2014,11.75
451617,170,4,2014,11.75
451617,170,4,2014,11.75
451617,191,4,2014,11.75
451617,210,4,2014,11.75
451617,178,4,2014,11.75
451617,173,4,2014,11.75
451618,341,4,2014,11.75
451618,270,4,2014,11.75
451618,150,4,2014,11.75
451618,172,4,2014,11.75
451618,265,4,2014,11.75
451618,312,4,2014,11.75
451618,181,4,2014,11.75
451618,160,4,2014,11.75
451618,163,4,2014,11.75
451618,131,4,2014,11.75
451618,132,4,2014,11.75
451618,129,4,2014,11.75
451618,136,4,2014,11.75
451619,144,4,2014,11.75
451619,328,4,2014,11.75
451619,226,4,2014,11.75
451619,167,4,2014,11.75
451619,190,4,2014,11.75
451619,115,4,2014,11.75
451619,185,4,2014,11.75
451619,168,4,2014,11.75
451619,165,4,2014,11.75
451619,123,4,2014,11.75
451619,120,4,2014,11.75
451619,132,4,2014,11.75
451620,333,4,2014,11.67
451620,225,4,2014,11.67
451620,172,4,2014,11.67
451620,223,4,2014,11.67
451620,193,4,2014,11.67
451620,211,4,2014,11.67
451620,269,4,2014,11.67
451620,275,4,2014,11.67
451620,260,4,2014,11.67
451620,317,4,2014,11.67
451620,196,4,2014,11.67
451620,267,4,2014,11.67
451620,273,4,2014,11.67
451620,250,4,2014,11.67
451620,262,4,2014,11.67
451620,181,4,2014,11.67
451620,312,4,2014,11.67
451620,187,4,2014,11.67
451620,107,4,2014,11.67
451620,280,4,2014,11.67
451620,300,4,2014,11.67
451620,171,4,2014,11.67
451620,238,4,2014,11.67
451620,217,4,2014,11.67
451620,293,4,2014,11.67
451620,165,4,2014,11.67
451620,167,4,2014,11.67
451620,200,4,2014,11.67
451620,129,4,2014,11.67
451620,135,4,2014,11.67
451620,128,4,2014,11.67
451620,231,4,2014,11.67
451620,148,4,2014,11.67
451620,165,4,2014,11.67
451620,171,4,2014,11.67
451620,131,4,2014,11.67
451620,121,4,2014,11.67
451620,156,4,2014,11.67
451620,125,4,2014,11.67
451620,122,4,2014,11.67
451620,157,4,2014,11.67
451620,136,4,2014,11.67
451620,187,4,2014,11.67
451620,130,4,2014,11.67
451620,130,4,2014,11.67
451620,123,4,2014,11.67
451620,126,4,2014,11.67
451621,311,4,2014,11.67
451621,307,4,2014,11.67
451621,282,4,2014,11.67
451621,311,4,2014,11.67
451621,294,4,2014,11.67
451621,225,4,2014,11.67
451621,234,4,2014,11.67
451621,190,4,2014,11.67
451621,105,4,2014,11.67
451621,180,4,2014,11.67
451621,132,4,2014,11.67
451621,152,4,2014,11.67
451621,122,4,2014,11.67
451621,125,4,2014,11.67
451622,305,4,2014,11.66
451622,336,4,2014,11.66
451622,192,4,2014,11.66
451622,127,4,2014,11.66
451622,172,4,2014,11.66
451622,125,4,2014,11.66
451623,130,4,2014,11.66
451623,113,4,2014,11.66
451623,135,4,2014,11.66
451624,280,4,2014,11.6
451624,173,4,2014,11.6
451625,130,4,2014,11.65
451626,322,4,2014,11.47
451626,295,4,2014,11.47
451626,288,4,2014,11.47
451626,272,4,2014,11.47
451626,101,4,2014,11.47
451628,319,4,2014,11.45
451628,292,4,2014,11.45
451628,123,4,2014,11.45
451628,177,4,2014,11.45
451628,288,4,2014,11.45
451628,194,4,2014,11.45
451628,304,4,2014,11.45
451628,122,4,2014,11.45
451628,120,4,2014,11.45
451628,155,4,2014,11.45
451629,290,4,2014,11.45
451629,286,4,2014,11.45
451629,301,4,2014,11.45
451629,121,4,2014,11.45
451629,104,4,2014,11.45
451630,298,4,2014,11.43
451630,254,4,2014,11.43
451630,210,4,2014,11.43
451630,257,4,2014,11.43
451630,172,4,2014,11.43
451630,199,4,2014,11.43
451630,185,4,2014,11.43
451630,128,4,2014,11.43
451630,120,4,2014,11.43
451631,437,4,2014,11.43
451634,171,4,2014,11.33
451635,266,4,2014,11.33
451636,130,4,2014,11.29
451636,115,4,2014,11.29
451637,105,4,2014,11.29
451637,121,4,2014,11.29
451638,202,4,2014,11.2
451638,178,4,2014,11.2
451639,126,4,2014,11.18
451639,117,4,2014,11.18
451640,336,4,2014,11.17
451640,269,4,2014,11.17
451640,106,4,2014,11.17
451641,325,4,2014,11.17
451641,130,4,2014,11.17
451642,281,4,2014,11.07
451642,167,4,2014,11.07
451642,173,4,2014,11.07
451642,170,4,2014,11.07
451642,127,4,2014,11.07
451642,123,4,2014,11.07
451643,322,4,2014,11.08
451643,208,4,2014,11.08
451643,287,4,2014,11.08
451643,178,4,2014,11.08
451643,122,4,2014,11.08
451643,167,4,2014,11.08
451646,340,4,2014,10.81
451646,274,4,2014,10.81
451646,220,4,2014,10.81
451646,134,4,2014,10.81
451647,200,4,2014,10.81
451648,271,4,2014,10.81
451648,121,4,2014,10.81
451649,122,4,2014,10.71
451650,122,4,2014,10.78
451651,123,4,2014,10.78
451652,249,4,2014,10.58
451652,178,4,2014,10.58
451652,197,4,2014,10.58
451653,352,4,2014,10.62
451653,335,4,2014,10.62
451653,298,4,2014,10.62
451653,298,4,2014,10.62
451653,320,4,2014,10.62
451653,280,4,2014,10.62
451653,295,4,2014,10.62
451653,330,4,2014,10.62
451653,312,4,2014,10.62
451653,285,4,2014,10.62
451653,270,4,2014,10.62
451653,216,4,2014,10.62
451653,270,4,2014,10.62
451653,221,4,2014,10.62
451653,212,4,2014,10.62
451653,203,4,2014,10.62
451653,121,4,2014,10.62
451653,215,4,2014,10.62
451653,171,4,2014,10.62
451653,170,4,2014,10.62
451653,185,4,2014,10.62
451654,125,4,2014,10.62
451654,124,4,2014,10.62
451654,150,4,2014,10.62
451654,124,4,2014,10.62
451655,257,4,2014,10.54
451655,314,4,2014,10.54
451655,274,4,2014,10.54
451655,273,4,2014,10.54
451655,169,4,2014,10.54
451655,209,4,2014,10.54
451655,370,4,2014,10.54
451655,139,4,2014,10.54
451655,185,4,2014,10.54
451655,200,4,2014,10.54
451655,203,4,2014,10.54
451655,179,4,2014,10.54
451655,179,4,2014,10.54
451656,225,4,2014,10.54
451656,266,4,2014,10.54
451656,248,4,2014,10.54
451656,190,4,2014,10.54
451656,227,4,2014,10.54
451656,252,4,2014,10.54
451656,127,4,2014,10.54
451657,286,4,2014,10.54
451657,219,4,2014,10.54
451657,150,4,2014,10.54
451657,199,4,2014,10.54
451658,170,4,2014,10.53
451658,174,4,2014,10.53
451658,186,4,2014,10.53
451658,234,4,2014,10.53
451659,109,4,2014,10.53
451660,120,4,2014,10.6
451661,129,4,2014,10.48
451661,101,4,2014,10.48
451662,130,4,2014,10.48
451662,120,4,2014,10.48
451662,122,4,2014,10.48
451663,136,4,2014,10.48
451663,115,4,2014,10.48
451663,187,4,2014,10.48
451663,127,4,2014,10.48
451663,178,4,2014,10.48
451663,181,4,2014,10.48
451663,136,4,2014,10.48
451663,119,4,2014,10.48
451663,115,4,2014,10.48
451663,190,4,2014,10.48
451663,199,4,2014,10.48
451663,192,4,2014,10.48
451664,126,4,2014,10.48
451664,112,4,2014,10.48
451665,302,4,2014,10.48
451665,227,4,2014,10.48
451665,100,4,2014,10.48
451666,240,4,2014,10.48
451666,286,4,2014,10.48
451666,188,4,2014,10.48
451666,167,4,2014,10.48
451666,210,4,2014,10.48
451666,180,4,2014,10.48
451666,174,4,2014,10.48
451666,121,4,2014,10.48
451666,137,4,2014,10.48
451666,132,4,2014,10.48
451666,125,4,2014,10.48
451666,116,4,2014,10.48
451667,264,4,2014,10.44
451668,405,4,2014,10.44
451668,236,4,2014,10.44
451670,300,4,2014,10.43
451670,120,4,2014,10.43
451672,405,4,2014,10.43
451672,322,4,2014,10.43
451672,340,4,2014,10.43
451672,298,4,2014,10.43
451672,262,4,2014,10.43
451672,255,4,2014,10.43
451672,199,4,2014,10.43
451672,177,4,2014,10.43
451672,184,4,2014,10.43
451672,218,4,2014,10.43
451672,181,4,2014,10.43
451672,225,4,2014,10.43
451672,174,4,2014,10.43
451673,325,4,2014,10.43
451673,132,4,2014,10.43
451673,288,4,2014,10.43
451673,257,4,2014,10.43
451673,331,4,2014,10.43
451673,299,4,2014,10.43
451673,308,4,2014,10.43
451674,235,4,2014,10.43
451674,136,4,2014,10.43
451674,206,4,2014,10.43
451674,125,4,2014,10.43
451674,183,4,2014,10.43
451675,402,4,2014,10.43
451675,209,4,2014,10.43
451675,380,4,2014,10.43
451675,202,4,2014,10.43
451675,312,4,2014,10.43
451675,158,4,2014,10.43
451675,230,4,2014,10.43
451675,242,4,2014,10.43
451675,307,4,2014,10.43
451675,194,4,2014,10.43
451675,239,4,2014,10.43
451675,207,4,2014,10.43
451676,209,4,2014,10.43
451676,120,4,2014,10.43
451676,325,4,2014,10.43
451676,290,4,2014,10.43
451676,189,4,2014,10.43
451676,197,4,2014,10.43
451676,195,4,2014,10.43
451677,335,4,2014,10.43
451678,281,4,2014,10.38
451678,256,4,2014,10.38
451678,178,4,2014,10.38
451678,134,4,2014,10.38
451678,217,4,2014,10.38
451678,125,4,2014,10.38
451678,280,4,2014,10.38
451679,202,4,2014,10.38
451680,156,4,2014,10.38
451681,215,4,2014,10.33
451681,252,4,2014,10.33
451681,128,4,2014,10.33
451681,115,4,2014,10.33
451682,120,4,2014,10.33
451682,172,4,2014,10.33
451682,122,4,2014,10.33
451683,133,4,2014,10.33
451683,121,4,2014,10.33
451684,375,4,2014,10.18
451684,329,4,2014,10.18
451684,220,4,2014,10.18
451684,210,4,2014,10.18
451684,203,4,2014,10.18
451684,180,4,2014,10.18
451684,239,4,2014,10.18
451684,185,4,2014,10.18
451684,237,4,2014,10.18
451684,200,4,2014,10.18
451684,173,4,2014,10.18
451684,187,4,2014,10.18
451684,180,4,2014,10.18
451684,186,4,2014,10.18
451684,164,4,2014,10.18
451684,179,4,2014,10.18
451684,198,4,2014,10.18
451684,196,4,2014,10.18
451684,166,4,2014,10.18
451684,196,4,2014,10.18
451684,192,4,2014,10.18
451684,127,4,2014,10.18
451684,292,4,2014,10.18
451684,255,4,2014,10.18
451684,292,4,2014,10.18
451684,308,4,2014,10.18
451684,238,4,2014,10.18
451684,176,4,2014,10.18
451684,256,4,2014,10.18
451684,270,4,2014,10.18
451684,252,4,2014,10.18
451684,203,4,2014,10.18
451684,235,4,2014,10.18
451684,275,4,2014,10.18
451685,197,4,2014,10.18
451685,233,4,2014,10.18
451685,179,4,2014,10.18
451686,322,4,2014,10.18
451686,191,4,2014,10.18
451687,254,4,2014,10.17
451687,144,4,2014,10.17
451688,212,4,2014,10.18
451688,195,4,2014,10.18
451688,294,4,2014,10.18
451688,204,4,2014,10.18
451688,192,4,2014,10.18
451688,207,4,2014,10.18
451688,303,4,2014,10.18
451688,278,4,2014,10.18
451688,252,4,2014,10.18
451688,265,4,2014,10.18
451688,235,4,2014,10.18
451689,229,4,2014,10.18
451689,233,4,2014,10.18
451689,233,4,2014,10.18
451689,190,4,2014,10.18
451689,200,4,2014,10.18
451689,195,4,2014,10.18
451689,117,4,2014,10.18
451690,181,4,2014,10.14
451690,124,4,2014,10.14
451691,129,4,2014,10.16
451691,181,4,2014,10.16
451691,169,4,2014,10.16
451692,220,4,2014,10.16
451693,185,4,2014,10.12
451693,308,4,2014,10.12
451693,247,4,2014,10.12
451693,122,4,2014,10.12
451695,164,4,2014,10.1
451696,120,4,2014,10.05
451696,126,4,2014,10.05
451696,266,4,2014,10.05
451696,172,4,2014,10.05
451696,115,4,2014,10.05
451697,139,4,2014,10.05
451699,388,4,2014,9.83
451699,240,4,2014,9.83
451699,276,4,2014,9.83
451699,212,4,2014,9.83
451699,204,4,2014,9.83
451699,187,4,2014,9.83
451699,192,4,2014,9.83
451699,196,4,2014,9.83
451699,208,4,2014,9.83
451699,110,4,2014,9.83
451699,122,4,2014,9.83
451700,285,4,2014,9.83
451701,265,4,2014,9.83
451701,242,4,2014,9.83
451701,300,4,2014,9.83
451701,122,4,2014,9.83
451705,297,5,2014,4.6
451705,333,5,2014,4.6
451705,275,5,2014,4.6
451705,333,5,2014,4.6
451705,305,5,2014,4.6
451705,355,5,2014,4.6
451705,192,5,2014,4.6
451705,301,5,2014,4.6
451705,138,5,2014,4.6
451705,307,5,2014,4.6
451705,220,5,2014,4.6
451705,244,5,2014,4.6
451706,320,5,2014,4.6
451709,145,5,2014,4.52
451710,147,5,2014,4.52
451710,113,5,2014,4.52
451712,138,5,2014,4.51
451715,285,5,2014,4.42
451716,334,5,2014,4.42
451717,239,5,2014,4.15
451717,119,5,2014,4.15
451717,118,5,2014,4.15
451718,113,5,2014,4.15
451719,114,5,2014,4.15
451719,121,5,2014,4.15
451719,112,5,2014,4.15
451720,310,5,2014,4.1
451722,199,5,2014,4.1
451723,183,5,2014,4
451726,207,5,2014,3.79
451727,336,5,2014,3.79
451727,338,5,2014,3.79
451727,178,5,2014,3.79
451727,260,5,2014,3.79
451727,144,5,2014,3.79
451727,145,5,2014,3.79
451728,121,5,2014,3.79
451728,31,5,2014,3.79
451729,253,5,2014,3.9
451729,244,5,2014,3.9
451729,243,5,2014,3.9
451729,127,5,2014,3.9
451729,92,5,2014,3.9
451730,178,5,2014,3.9
451730,306,5,2014,3.9
451730,213,5,2014,3.9
451730,129,5,2014,3.9
451731,132,5,2014,3.9
451732,32,5,2014,3.5
451732,124,5,2014,3.5
451733,182,5,2014,3.5
451733,106,5,2014,3.5
451733,124,5,2014,3.5
451734,122,5,2014,3.5
451734,122,5,2014,3.5
451735,167,5,2014,3.43
451736,123,5,2014,3.43
451736,123,5,2014,3.43
451739,200,5,2014,3.23
451739,197,5,2014,3.23
451739,242,5,2014,3.23
451739,220,5,2014,3.23
451740,141,5,2014,3.23
451740,231,5,2014,3.23
451740,189,5,2014,3.23
451740,129,5,2014,3.23
451741,322,5,2014,3.19
451741,125,5,2014,3.19
451742,127,5,2014,3.19
451742,141,5,2014,3.19
451742,122,5,2014,3.19
451742,97,5,2014,3.19
451743,131,5,2014,3.19
451743,185,5,2014,3.19
451743,124,5,2014,3.19
451743,119,5,2014,3.19
451744,208,5,2014,3.16
