"Plot Title: Coyote-4_06-24-2016"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10643652, SEN S/N: 10643652)","Intensity, Lux (LGR S/N: 10643652, SEN S/N: 10643652)","Coupler Attached (LGR S/N: 10643652, SEN S/N: 10643652)","Host Connected (LGR S/N: 10643652, SEN S/N: 10643652)","Stopped (LGR S/N: 10643652, SEN S/N: 10643652)","End Of File (LGR S/N: 10643652, SEN S/N: 10643652)"
1,06/24/16 08:00:00 AM,30.659,2152.8,,,,
2,06/24/16 08:05:00 AM,31.268,2152.8,,,,
3,06/24/16 08:10:00 AM,31.574,387.5,,,,
4,06/24/16 08:15:00 AM,31.778,1345.5,,,,
5,06/24/16 08:20:00 AM,31.676,1377.8,,,,
6,06/24/16 08:25:00 AM,31.676,1377.8,,,,
7,06/24/16 08:30:00 AM,31.370,0.0,,,,
8,06/24/16 08:35:00 AM,31.574,0.0,,,,
9,06/24/16 08:40:00 AM,31.574,204.5,,,,
10,06/24/16 08:45:00 AM,31.574,882.6,,,,
11,06/24/16 08:50:00 AM,31.370,1550.0,,,,
12,06/24/16 08:55:00 AM,32.704,1184.0,,,,
13,06/24/16 09:00:00 AM,33.222,516.7,,,,
14,06/24/16 09:05:00 AM,33.430,430.6,,,,
15,06/24/16 09:10:00 AM,33.535,828.8,,,,
16,06/24/16 09:15:00 AM,35.435,52355.9,,,,
17,06/24/16 09:20:00 AM,40.761,57867.0,,,,
18,06/24/16 09:25:00 AM,43.238,60622.6,,,,
19,06/24/16 09:30:00 AM,44.334,63378.2,,,,
20,06/24/16 09:35:00 AM,45.452,66133.8,,,,
21,06/24/16 09:40:00 AM,46.593,74400.5,,,,
22,06/24/16 09:45:00 AM,45.956,187379.0,,,,
23,06/24/16 09:50:00 AM,27.173,10677.8,,,,
24,06/24/16 09:55:00 AM,22.621,10677.8,,,,
25,06/24/16 10:00:00 AM,22.333,10333.4,,,,
26,06/24/16 10:05:00 AM,22.333,9300.1,,,,
27,06/24/16 10:10:00 AM,22.429,7577.8,,,,
28,06/24/16 10:15:00 AM,22.525,8611.2,,,,
29,06/24/16 10:20:00 AM,22.621,5511.1,,,,
30,06/24/16 10:25:00 AM,22.717,13089.0,,,,
31,06/24/16 10:30:00 AM,22.717,5166.7,,,,
32,06/24/16 10:35:00 AM,22.812,11022.3,,,,
33,06/24/16 10:40:00 AM,22.908,8611.2,,,,
34,06/24/16 10:45:00 AM,23.100,16533.4,,,,
35,06/24/16 10:50:00 AM,23.100,15844.5,,,,
36,06/24/16 10:55:00 AM,23.100,16533.4,,,,
37,06/24/16 11:00:00 AM,23.196,17222.3,,,,
38,06/24/16 11:05:00 AM,23.196,16533.4,,,,
39,06/24/16 11:10:00 AM,23.196,16533.4,,,,
40,06/24/16 11:15:00 AM,23.196,16533.4,,,,
41,06/24/16 11:20:00 AM,23.196,15844.5,,,,
42,06/24/16 11:25:00 AM,23.196,16533.4,,,,
43,06/24/16 11:30:00 AM,23.196,16533.4,,,,
44,06/24/16 11:35:00 AM,23.292,16533.4,,,,
45,06/24/16 11:40:00 AM,23.292,15844.5,,,,
46,06/24/16 11:45:00 AM,23.292,15844.5,,,,
47,06/24/16 11:50:00 AM,23.292,15844.5,,,,
48,06/24/16 11:55:00 AM,23.292,15155.7,,,,
49,06/24/16 12:00:00 PM,23.388,14466.8,,,,
50,06/24/16 12:05:00 PM,23.388,15155.7,,,,
51,06/24/16 12:10:00 PM,23.484,14466.8,,,,
52,06/24/16 12:15:00 PM,23.484,14466.8,,,,
53,06/24/16 12:20:00 PM,23.581,14466.8,,,,
54,06/24/16 12:25:00 PM,23.677,14466.8,,,,
55,06/24/16 12:30:00 PM,23.677,13089.0,,,,
56,06/24/16 12:35:00 PM,23.773,13089.0,,,,
57,06/24/16 12:40:00 PM,23.773,13777.9,,,,
58,06/24/16 12:45:00 PM,23.869,13089.0,,,,
59,06/24/16 12:50:00 PM,23.966,13777.9,,,,
60,06/24/16 12:55:00 PM,23.966,13089.0,,,,
61,06/24/16 01:00:00 PM,23.966,12400.1,,,,
62,06/24/16 01:05:00 PM,24.062,12400.1,,,,
63,06/24/16 01:10:00 PM,24.062,12400.1,,,,
64,06/24/16 01:15:00 PM,24.158,12400.1,,,,
65,06/24/16 01:20:00 PM,24.158,11711.2,,,,
66,06/24/16 01:25:00 PM,24.158,11711.2,,,,
67,06/24/16 01:30:00 PM,24.255,12400.1,,,,
68,06/24/16 01:35:00 PM,24.255,11711.2,,,,
69,06/24/16 01:40:00 PM,24.255,11022.3,,,,
70,06/24/16 01:45:00 PM,24.351,11022.3,,,,
71,06/24/16 01:50:00 PM,24.351,10677.8,,,,
72,06/24/16 01:55:00 PM,24.448,10677.8,,,,
73,06/24/16 02:00:00 PM,24.448,10333.4,,,,
74,06/24/16 02:05:00 PM,24.545,9644.5,,,,
75,06/24/16 02:10:00 PM,24.641,10333.4,,,,
76,06/24/16 02:15:00 PM,24.738,9300.1,,,,
77,06/24/16 02:20:00 PM,24.738,9300.1,,,,
78,06/24/16 02:25:00 PM,24.835,9300.1,,,,
79,06/24/16 02:30:00 PM,24.931,8611.2,,,,
80,06/24/16 02:35:00 PM,25.028,9300.1,,,,
81,06/24/16 02:40:00 PM,25.028,8266.7,,,,
82,06/24/16 02:45:00 PM,25.125,7577.8,,,,
83,06/24/16 02:50:00 PM,25.222,7577.8,,,,
84,06/24/16 02:55:00 PM,25.222,7233.4,,,,
85,06/24/16 03:00:00 PM,25.319,7233.4,,,,
86,06/24/16 03:05:00 PM,25.319,6544.5,,,,
87,06/24/16 03:10:00 PM,25.416,7233.4,,,,
88,06/24/16 03:15:00 PM,25.416,6544.5,,,,
89,06/24/16 03:20:00 PM,25.513,6200.0,,,,
90,06/24/16 03:25:00 PM,25.513,5511.1,,,,
91,06/24/16 03:30:00 PM,25.610,5511.1,,,,
92,06/24/16 03:35:00 PM,25.610,5166.7,,,,
93,06/24/16 03:40:00 PM,25.610,5166.7,,,,
94,06/24/16 03:45:00 PM,25.708,5166.7,,,,
95,06/24/16 03:50:00 PM,25.708,5338.9,,,,
96,06/24/16 03:55:00 PM,25.805,4822.3,,,,
97,06/24/16 04:00:00 PM,25.805,4822.3,,,,
98,06/24/16 04:05:00 PM,25.902,4305.6,,,,
99,06/24/16 04:10:00 PM,25.902,4133.4,,,,
