"Plot Title: Blue-1_06-24-2016"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10643649, SEN S/N: 10643649)","Intensity, Lux (LGR S/N: 10643649, SEN S/N: 10643649)","Coupler Attached (LGR S/N: 10643649, SEN S/N: 10643649)","Host Connected (LGR S/N: 10643649, SEN S/N: 10643649)","Stopped (LGR S/N: 10643649, SEN S/N: 10643649)","End Of File (LGR S/N: 10643649, SEN S/N: 10643649)"
1,06/24/16 08:00:00 AM,28.754,53.8,,,,
2,06/24/16 08:05:00 AM,28.853,473.6,,,,
3,06/24/16 08:10:00 AM,29.652,0.0,,,,
4,06/24/16 08:15:00 AM,30.054,0.0,,,,
5,06/24/16 08:20:00 AM,30.054,0.0,,,,
6,06/24/16 08:25:00 AM,30.054,21.5,,,,
7,06/24/16 08:30:00 AM,30.054,64.6,,,,
8,06/24/16 08:35:00 AM,30.963,2066.7,,,,
9,06/24/16 08:40:00 AM,32.600,1808.3,,,,
10,06/24/16 08:45:00 AM,33.118,1722.2,,,,
11,06/24/16 08:50:00 AM,33.953,4822.3,,,,
12,06/24/16 08:55:00 AM,34.585,5338.9,,,,
13,06/24/16 09:00:00 AM,35.864,15155.7,,,,
14,06/24/16 09:05:00 AM,37.714,13777.9,,,,
15,06/24/16 09:10:00 AM,39.389,15844.5,,,,
16,06/24/16 09:15:00 AM,41.225,20666.8,,,,
17,06/24/16 09:20:00 AM,43.480,9644.5,,,,
18,06/24/16 09:25:00 AM,45.956,23422.4,,,,
19,06/24/16 09:30:00 AM,42.282,0.0,,,,
20,06/24/16 09:35:00 AM,40.530,0.0,,,,
21,06/24/16 09:40:00 AM,39.389,0.0,,,,
22,06/24/16 09:45:00 AM,38.938,0.0,,,,
23,06/24/16 09:50:00 AM,38.938,0.0,,,,
24,06/24/16 09:55:00 AM,38.602,0.0,,,,
25,06/24/16 10:00:00 AM,38.938,0.0,,,,
26,06/24/16 10:05:00 AM,38.826,0.0,,,,
27,06/24/16 10:10:00 AM,38.938,0.0,,,,
28,06/24/16 10:15:00 AM,39.502,0.0,,,,
29,06/24/16 10:20:00 AM,38.490,0.0,,,,
30,06/24/16 10:25:00 AM,37.274,0.0,,,,
31,06/24/16 10:30:00 AM,37.714,0.0,,,,
32,06/24/16 10:35:00 AM,38.046,0.0,,,,
33,06/24/16 10:40:00 AM,39.050,0.0,,,,
34,06/24/16 10:45:00 AM,38.714,0.0,,,,
35,06/24/16 10:50:00 AM,36.728,0.0,,,,
36,06/24/16 10:55:00 AM,35.864,0.0,,,,
37,06/24/16 11:00:00 AM,35.864,0.0,,,,
38,06/24/16 11:05:00 AM,37.055,0.0,,,,
39,06/24/16 11:10:00 AM,38.602,0.0,,,,
40,06/24/16 11:15:00 AM,38.938,0.0,,,,
41,06/24/16 11:20:00 AM,39.050,0.0,,,,
42,06/24/16 11:25:00 AM,39.163,0.0,,,,
43,06/24/16 11:30:00 AM,38.826,0.0,,,,
44,06/24/16 11:35:00 AM,39.163,0.0,,,,
45,06/24/16 11:40:00 AM,38.938,0.0,,,,
46,06/24/16 11:45:00 AM,39.729,0.0,,,,
47,06/24/16 11:50:00 AM,40.530,0.0,,,,
48,06/24/16 11:55:00 AM,40.071,0.0,,,,
49,06/24/16 12:00:00 PM,40.300,0.0,,,,
50,06/24/16 12:05:00 PM,39.957,0.0,,,,
51,06/24/16 12:10:00 PM,40.415,0.0,,,,
52,06/24/16 12:15:00 PM,39.389,0.0,,,,
53,06/24/16 12:20:00 PM,37.274,0.0,,,,
54,06/24/16 12:25:00 PM,35.756,0.0,,,,
55,06/24/16 12:30:00 PM,34.585,0.0,,,,
56,06/24/16 12:35:00 PM,33.743,0.0,,,,
57,06/24/16 12:40:00 PM,33.014,0.0,,,,
58,06/24/16 12:45:00 PM,32.600,0.0,,,,
59,06/24/16 12:50:00 PM,34.058,0.0,,,,
60,06/24/16 12:55:00 PM,35.328,0.0,,,,
61,06/24/16 01:00:00 PM,35.542,0.0,,,,
62,06/24/16 01:05:00 PM,35.649,0.0,,,,
63,06/24/16 01:10:00 PM,35.756,0.0,,,,
64,06/24/16 01:15:00 PM,35.971,4477.8,,,,
65,06/24/16 01:20:00 PM,36.403,129.2,,,,
66,06/24/16 01:25:00 PM,36.728,193.8,,,,
67,06/24/16 01:30:00 PM,37.494,1722.2,,,,
68,06/24/16 01:35:00 PM,38.826,1808.3,,,,
69,06/24/16 01:40:00 PM,40.185,3100.0,,,,
70,06/24/16 01:45:00 PM,42.520,1980.6,,,,
71,06/24/16 01:50:00 PM,44.211,850.4,,,,
72,06/24/16 01:55:00 PM,44.828,462.9,,,,
73,06/24/16 02:00:00 PM,44.828,1550.0,,,,
74,06/24/16 02:05:00 PM,44.704,322.9,,,,
75,06/24/16 02:10:00 PM,44.704,1248.6,,,,
76,06/24/16 02:15:00 PM,44.211,193.8,,,,
77,06/24/16 02:20:00 PM,43.723,635.1,,,,
78,06/24/16 02:25:00 PM,43.480,344.4,,,,
79,06/24/16 02:30:00 PM,43.238,914.9,,,,
80,06/24/16 02:35:00 PM,42.998,301.4,,,,
81,06/24/16 02:40:00 PM,42.282,118.4,,,,
82,06/24/16 02:45:00 PM,40.761,742.7,,,,
83,06/24/16 02:50:00 PM,40.761,258.3,,,,
84,06/24/16 02:55:00 PM,41.108,968.8,,,,
85,06/24/16 03:00:00 PM,41.341,516.7,,,,
86,06/24/16 03:05:00 PM,41.341,150.7,,,,
87,06/24/16 03:10:00 PM,41.341,355.2,,,,
88,06/24/16 03:15:00 PM,41.108,226.0,,,,
89,06/24/16 03:20:00 PM,40.300,150.7,,,,
90,06/24/16 03:25:00 PM,39.615,301.4,,,,
91,06/24/16 03:30:00 PM,39.389,1130.2,,,,
92,06/24/16 03:35:00 PM,39.729,172.2,,,,
93,06/24/16 03:40:00 PM,39.843,441.3,,,,
94,06/24/16 03:45:00 PM,39.843,118.4,,,,
95,06/24/16 03:50:00 PM,39.615,1550.0,,,,
96,06/24/16 03:55:00 PM,39.729,753.5,,,,
97,06/24/16 04:00:00 PM,39.729,742.7,,,,
98,06/24/16 04:05:00 PM,39.729,635.1,,,,
99,06/24/16 04:10:00 PM,39.502,914.9,,,,
100,06/24/16 04:15:00 PM,39.843,441.3,,,,
101,06/24/16 04:20:00 PM,39.729,549.0,,,,
102,06/24/16 04:25:00 PM,38.826,172.2,,,,
103,06/24/16 04:30:00 PM,36.187,2669.5,,,,
104,06/24/16 04:35:00 PM,30.558,13089.0,,,,
105,06/24/16 04:40:00 PM,30.659,12400.1,,,,
106,06/24/16 04:45:00 PM,31.370,12400.1,,,,
107,06/24/16 04:50:00 PM,31.166,11022.3,,,,
108,06/24/16 04:55:00 PM,31.472,11022.3,,,,
109,06/24/16 05:00:00 PM,33.014,10677.8,,,,
110,06/24/16 05:05:00 PM,32.704,10333.4,,,,
111,06/24/16 05:10:00 PM,30.862,8611.2,,,,
112,06/24/16 05:15:00 PM,31.983,7233.4,,,,
113,06/24/16 05:20:00 PM,31.472,6544.5,,,,
114,06/24/16 05:25:00 PM,32.911,6200.0,,,,
115,06/24/16 05:30:00 PM,32.600,6200.0,,,,
116,06/24/16 05:35:00 PM,32.600,5511.1,,,,
117,06/24/16 05:40:00 PM,32.497,5511.1,,,,
118,06/24/16 05:45:00 PM,30.457,5166.7,,,,
119,06/24/16 05:50:00 PM,30.862,5166.7,,,,
120,06/24/16 05:55:00 PM,30.154,5166.7,,,,
121,06/24/16 06:00:00 PM,31.880,4994.5,,,,
122,06/24/16 06:05:00 PM,31.983,4822.3,,,,
123,06/24/16 06:10:00 PM,30.862,4650.0,,,,
124,06/24/16 06:15:00 PM,30.862,4477.8,,,,
125,06/24/16 06:20:00 PM,29.652,4305.6,,,,
126,06/24/16 06:25:00 PM,29.352,4133.4,,,,
127,06/24/16 06:30:00 PM,28.655,4133.4,,,,
128,06/24/16 06:35:00 PM,27.665,3788.9,,,,
129,06/24/16 06:40:00 PM,26.977,3616.7,,,,
130,06/24/16 06:45:00 PM,29.752,3444.5,,,,
131,06/24/16 06:50:00 PM,31.064,3272.2,,,,
132,06/24/16 06:55:00 PM,31.166,3272.2,,,,
133,06/24/16 07:00:00 PM,31.166,2755.6,,,,
134,06/24/16 07:05:00 PM,31.370,2669.5,,,,
135,06/24/16 07:10:00 PM,29.053,2497.2,,,,
136,06/24/16 07:15:00 PM,29.752,2238.9,,,,
137,06/24/16 07:20:00 PM,28.655,1894.5,,,,
138,06/24/16 07:25:00 PM,27.665,1550.0,,,,
