MiniDOT Logger Concatenated Data File
Sensor:             6881-0660
Concatenation Date: 2016May04 13:49:16 MST

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,        Mountain Standard Time,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),       (deg C),            (mg/l),                          (%),        (none)
                1427137260,           2015-03-23 19:01:00,           2015-03-23 12:01:00,     23.640800,          7.937028,                    93.656927,      0.997244
                1427137800,           2015-03-23 19:10:00,           2015-03-23 12:10:00,     19.356771,          8.341262,                    90.571229,      0.991854
                1427138400,           2015-03-23 19:20:00,           2015-03-23 12:20:00,     18.972029,          8.232581,                    88.701232,      0.997123
                1427139000,           2015-03-23 19:30:00,           2015-03-23 12:30:00,     18.997133,          7.922771,                    85.406502,      0.997864
                1427139600,           2015-03-23 19:40:00,           2015-03-23 12:40:00,     19.080801,          7.567192,                    81.711242,      0.998577
                1427140200,           2015-03-23 19:50:00,           2015-03-23 12:50:00,     19.164450,          7.265029,                    78.580805,      0.997963
                1427140800,           2015-03-23 20:00:00,           2015-03-23 13:00:00,     19.222992,          6.981941,                    75.607877,      0.997394
                1427141400,           2015-03-23 20:10:00,           2015-03-23 13:10:00,     19.323330,          6.657825,                    72.243576,      0.997232
                1427142000,           2015-03-23 20:20:00,           2015-03-23 13:20:00,     19.340051,          6.336666,                    68.781797,      0.996177
                1427142600,           2015-03-23 20:30:00,           2015-03-23 13:30:00,     19.381849,          5.816003,                    63.183215,      0.998295
                1427143200,           2015-03-23 20:40:00,           2015-03-23 13:40:00,     19.432001,          5.567193,                    60.541096,      0.996786
                1427143800,           2015-03-23 20:50:00,           2015-03-23 13:50:00,     19.465433,          5.397252,                    58.732400,      0.994841
                1427144400,           2015-03-23 21:00:00,           2015-03-23 14:00:00,     19.473790,          5.190730,                    56.494506,      0.993224
                1427145000,           2015-03-23 21:10:00,           2015-03-23 14:10:00,     19.473790,          4.957438,                    53.955419,      0.993346
                1427145600,           2015-03-23 21:20:00,           2015-03-23 14:20:00,     19.532287,          4.790514,                    52.199784,      0.992134
                1427146200,           2015-03-23 21:30:00,           2015-03-23 14:30:00,     19.565711,          4.625535,                    50.435819,      0.990970
                1427146800,           2015-03-23 21:40:00,           2015-03-23 14:40:00,     19.607486,          4.475654,                    48.842342,      0.989294
                1427147400,           2015-03-23 21:50:00,           2015-03-23 14:50:00,     19.674319,          4.344341,                    47.472699,      0.988997
                1427148000,           2015-03-23 22:00:00,           2015-03-23 15:00:00,     19.665965,          4.230833,                    46.224628,      0.987343
                1427148600,           2015-03-23 22:10:00,           2015-03-23 15:10:00,     19.640904,          4.059204,                    44.327268,      0.991663
                1427149200,           2015-03-23 22:20:00,           2015-03-23 15:20:00,     19.649258,          3.687888,                    40.279151,      0.997898
                1427149800,           2015-03-23 22:30:00,           2015-03-23 15:30:00,     19.657612,          3.172573,                    34.656659,      1.001407
                1427150400,           2015-03-23 22:40:00,           2015-03-23 15:40:00,     19.665965,          2.632172,                    28.758207,      0.999989
                1427151000,           2015-03-23 22:50:00,           2015-03-23 15:50:00,     19.665965,          2.158881,                    23.587192,      0.996935
                1427151600,           2015-03-23 23:00:00,           2015-03-23 16:00:00,     19.724437,          1.778234,                    19.451069,      0.993449
                1427152200,           2015-03-23 23:10:00,           2015-03-23 16:10:00,     19.791253,          1.804135,                    19.760704,      0.992437
                1427152800,           2015-03-23 23:20:00,           2015-03-23 16:20:00,     19.807955,          1.968986,                    21.573499,      0.983889
                1427153400,           2015-03-23 23:30:00,           2015-03-23 16:30:00,     19.774550,          2.115262,                    23.160766,      0.977841
                1427154000,           2015-03-23 23:40:00,           2015-03-23 16:40:00,     19.699379,          2.146454,                    23.467073,      0.986917
                1427154600,           2015-03-23 23:50:00,           2015-03-23 16:50:00,     19.649258,          2.044520,                    22.330269,      0.994262
                1427155200,           2015-03-24 00:00:00,           2015-03-23 17:00:00,     19.590776,          1.823855,                    19.896888,      0.999235
                1427155800,           2015-03-24 00:10:00,           2015-03-23 17:10:00,     19.540643,          1.619337,                    17.648040,      0.997655
